Experiment name:,NeuLog experiment
Duration:, 2 0
Rate:, 50 per second
Sensors:, Pulse (ID 1  Exp 1)
Range:, Wave
Units:, Arb
Time
'0:0:6.24,300
'0:0:6.26,280
'0:0:6.28,284
'0:0:6.3,290
'0:0:6.32,282
'0:0:6.34,255
'0:0:6.36,233
'0:0:6.38,227
'0:0:6.4,227
'0:0:6.42,235
'0:0:6.44,241
'0:0:6.46,241
'0:0:6.48,242
'0:0:6.5,244
'0:0:6.52,254
'0:0:6.54,280
'0:0:6.56,326
'0:0:6.58,370
'0:0:6.6,381
'0:0:6.62,361
'0:0:6.64,316
'0:0:6.66,272
'0:0:6.68,245
'0:0:6.7,232
'0:0:6.72,227
'0:0:6.74,225
'0:0:6.76,233
'0:0:6.78,243
'0:0:6.8,254
'0:0:6.82,264
'0:0:6.84,267
'0:0:6.86,273
'0:0:6.88,284
'0:0:6.9,290
'0:0:6.92,281
'0:0:6.94,252
'0:0:6.96,226
'0:0:6.98,212
'0:0:7.0,197
'0:0:7.02,178
'0:0:7.04,155
'0:0:7.06,146
'0:0:7.08,160
'0:0:7.1,195
'0:0:7.12,240
'0:0:7.14,285
'0:0:7.16,329
'0:0:7.18,362
'0:0:7.2,384
'0:0:7.22,401
'0:0:7.24,428
'0:0:7.26,462
'0:0:7.28,484
'0:0:7.3,481
'0:0:7.32,454
'0:0:7.34,410
'0:0:7.36,369
'0:0:7.38,332
'0:0:7.4,289
'0:0:7.42,234
'0:0:7.44,173
'0:0:7.46,119
'0:0:7.48,86
'0:0:7.5,71
'0:0:7.52,76
'0:0:7.54,103
'0:0:7.56,160
'0:0:7.58,239
'0:0:7.6,318
'0:0:7.62,379
'0:0:7.64,415
'0:0:7.66,427
'0:0:7.68,422
'0:0:7.7,402
'0:0:7.72,371
'0:0:7.74,340
'0:0:7.76,329
'0:0:7.78,341
'0:0:7.8,358
'0:0:7.82,367
'0:0:7.84,370
'0:0:7.86,372
'0:0:7.88,371
'0:0:7.9,354
'0:0:7.92,321
'0:0:7.94,280
'0:0:7.96,264
'0:0:7.98,294
'0:0:8.0,339
'0:0:8.02,371
'0:0:8.04,378
'0:0:8.06,368
'0:0:8.08,347
'0:0:8.1,311
'0:0:8.12,265
'0:0:8.14,219
'0:0:8.16,193
'0:0:8.18,186
'0:0:8.2,200
'0:0:8.22,219
'0:0:8.24,239
'0:0:8.26,275
'0:0:8.28,328
'0:0:8.3,383
'0:0:8.32,427
'0:0:8.34,455
'0:0:8.36,478
'0:0:8.38,493
'0:0:8.4,495
'0:0:8.42,476
'0:0:8.44,449
'0:0:8.46,433
'0:0:8.48,425
'0:0:8.5,418
'0:0:8.52,406
'0:0:8.54,389
'0:0:8.56,376
'0:0:8.58,366
'0:0:8.6,353
'0:0:8.62,334
'0:0:8.64,313
'0:0:8.66,314
'0:0:8.68,351
'0:0:8.7,403
'0:0:8.72,442
'0:0:8.74,456
'0:0:8.76,456
'0:0:8.78,441
'0:0:8.8,407
'0:0:8.82,360
'0:0:8.84,314
'0:0:8.86,289
'0:0:8.88,283
'0:0:8.9,287
'0:0:8.92,293
'0:0:8.94,303
'0:0:8.96,317
'0:0:8.98,334
'0:0:9.0,348
'0:0:9.02,349
'0:0:9.04,339
'0:0:9.06,333
'0:0:9.08,326
'0:0:9.1,313
'0:0:9.12,293
'0:0:9.14,269
'0:0:9.16,260
'0:0:9.18,256
'0:0:9.2,255
'0:0:9.22,244
'0:0:9.24,226
'0:0:9.26,218
'0:0:9.28,211
'0:0:9.3,200
'0:0:9.32,182
'0:0:9.34,168
'0:0:9.36,171
'0:0:9.38,180
'0:0:9.4,194
'0:0:9.42,224
'0:0:9.44,283
'0:0:9.46,354
'0:0:9.48,409
'0:0:9.5,429
'0:0:9.52,416
'0:0:9.54,382
'0:0:9.56,347
'0:0:9.58,319
'0:0:9.6,294
'0:0:9.62,271
'0:0:9.64,255
'0:0:9.66,253
'0:0:9.68,263
'0:0:9.7,273
'0:0:9.72,278
'0:0:9.74,289
'0:0:9.76,310
'0:0:9.78,332
'0:0:9.8,345
'0:0:9.82,342
'0:0:9.84,329
'0:0:9.86,323
'0:0:9.88,316
'0:0:9.9,307
'0:0:9.92,287
'0:0:9.94,269
'0:0:9.96,268
'0:0:9.98,272
'0:0:10.0,270
'0:0:10.02,245
'0:0:10.04,210
'0:0:10.06,182
'0:0:10.08,183
'0:0:10.1,206
'0:0:10.12,235
'0:0:10.14,265
'0:0:10.16,311
'0:0:10.18,367
'0:0:10.2,430
'0:0:10.22,482
'0:0:10.24,529
'0:0:10.26,571
'0:0:10.28,592
'0:0:10.3,587
'0:0:10.32,551
'0:0:10.34,495
'0:0:10.36,440
'0:0:10.38,386
'0:0:10.4,338
'0:0:10.42,295
'0:0:10.44,263
'0:0:10.46,251
'0:0:10.48,248
'0:0:10.5,253
'0:0:10.52,265
'0:0:10.54,291
'0:0:10.56,337
'0:0:10.58,380
'0:0:10.6,403
'0:0:10.62,399
'0:0:10.64,376
'0:0:10.66,357
'0:0:10.68,336
'0:0:10.7,310
'0:0:10.72,274
'0:0:10.74,245
'0:0:10.76,242
'0:0:10.78,256
'0:0:10.8,280
'0:0:10.82,298
'0:0:10.84,306
'0:0:10.86,316
'0:0:10.88,328
'0:0:10.9,316
'0:0:10.92,294
'0:0:10.94,277
'0:0:10.96,269
'0:0:10.98,272
'0:0:11.0,291
'0:0:11.02,316
'0:0:11.04,361
'0:0:11.06,419
'0:0:11.08,458
'0:0:11.1,468
'0:0:11.12,445
'0:0:11.14,405
'0:0:11.16,368
'0:0:11.18,334
'0:0:11.2,315
'0:0:11.22,297
'0:0:11.24,290
'0:0:11.26,297
'0:0:11.28,308
'0:0:11.3,321
'0:0:11.32,336
'0:0:11.34,360
'0:0:11.36,395
'0:0:11.38,421
'0:0:11.4,434
'0:0:11.42,423
'0:0:11.44,402
'0:0:11.46,386
'0:0:11.48,359
'0:0:11.5,329
'0:0:11.52,301
'0:0:11.54,283
'0:0:11.56,279
'0:0:11.58,281
'0:0:11.6,282
'0:0:11.62,276
'0:0:11.64,272
'0:0:11.66,280
'0:0:11.68,293
'0:0:11.7,310
'0:0:11.72,333
'0:0:11.74,381
'0:0:11.76,434
'0:0:11.78,465
'0:0:11.8,469
'0:0:11.82,438
'0:0:11.84,392
'0:0:11.86,351
'0:0:11.88,312
'0:0:11.9,281
'0:0:11.92,252
'0:0:11.94,238
'0:0:11.96,241
'0:0:11.98,248
'0:0:12.0,254
'0:0:12.02,257
'0:0:12.04,273
'0:0:12.06,301
'0:0:12.08,325
'0:0:12.1,338
'0:0:12.12,333
'0:0:12.14,323
'0:0:12.16,316
'0:0:12.18,305
'0:0:12.2,300
'0:0:12.22,288
'0:0:12.24,273
'0:0:12.26,269
'0:0:12.28,267
'0:0:12.3,263
'0:0:12.32,252
'0:0:12.34,249
'0:0:12.36,258
'0:0:12.38,268
'0:0:12.4,280
'0:0:12.42,288
'0:0:12.44,323
'0:0:12.46,388
'0:0:12.48,445
'0:0:12.5,475
'0:0:12.52,469
'0:0:12.54,443
'0:0:12.56,412
'0:0:12.58,374
'0:0:12.6,339
'0:0:12.62,302
'0:0:12.64,278
'0:0:12.66,270
'0:0:12.68,269
'0:0:12.7,274
'0:0:12.72,280
'0:0:12.74,295
'0:0:12.76,326
'0:0:12.78,358
'0:0:12.8,379
'0:0:12.82,381
'0:0:12.84,375
'0:0:12.86,371
'0:0:12.88,363
'0:0:12.9,351
'0:0:12.92,331
'0:0:12.94,317
'0:0:12.96,312
'0:0:12.98,310
'0:0:13.0,306
'0:0:13.02,294
'0:0:13.04,291
'0:0:13.06,299
'0:0:13.08,309
'0:0:13.1,315
'0:0:13.12,312
'0:0:13.14,315
'0:0:13.16,340
'0:0:13.18,388
'0:0:13.2,447
'0:0:13.22,485
'0:0:13.24,504
'0:0:13.26,503
'0:0:13.28,470
'0:0:13.3,422
'0:0:13.32,366
'0:0:13.34,322
'0:0:13.36,298
'0:0:13.38,285
'0:0:13.4,275
'0:0:13.42,262
'0:0:13.44,260
'0:0:13.46,277
'0:0:13.48,301
'0:0:13.5,328
'0:0:13.52,343
'0:0:13.54,353
'0:0:13.56,361
'0:0:13.58,358
'0:0:13.6,347
'0:0:13.62,324
'0:0:13.64,306
'0:0:13.66,301
'0:0:13.68,297
'0:0:13.7,290
'0:0:13.72,277
'0:0:13.74,268
'0:0:13.76,272
'0:0:13.78,279
'0:0:13.8,281
'0:0:13.82,275
'0:0:13.84,274
'0:0:13.86,280
'0:0:13.88,289
'0:0:13.9,304
'0:0:13.92,339
'0:0:13.94,396
'0:0:13.96,453
'0:0:13.98,487
'0:0:14.0,491
'0:0:14.02,462
'0:0:14.04,419
'0:0:14.06,368
'0:0:14.08,320
'0:0:14.1,276
'0:0:14.12,237
'0:0:14.14,220
'0:0:14.16,220
'0:0:14.18,223
'0:0:14.2,236
'0:0:14.22,256
'0:0:14.24,294
'0:0:14.26,338
'0:0:14.28,368
'0:0:14.3,379
'0:0:14.32,370
'0:0:14.34,361
'0:0:14.36,356
'0:0:14.38,350
'0:0:14.4,335
'0:0:14.42,317
'0:0:14.44,306
'0:0:14.46,306
'0:0:14.48,307
'0:0:14.5,301
'0:0:14.52,289
'0:0:14.54,285
'0:0:14.56,289
'0:0:14.58,294
'0:0:14.6,297
'0:0:14.62,302
'0:0:14.64,344
'0:0:14.66,415
'0:0:14.68,477
'0:0:14.7,513
'0:0:14.72,513
'0:0:14.74,494
'0:0:14.76,467
'0:0:14.78,432
'0:0:14.8,394
'0:0:14.82,356
'0:0:14.84,334
'0:0:14.86,326
'0:0:14.88,320
'0:0:14.9,314
'0:0:14.92,317
'0:0:14.94,339
'0:0:14.96,370
'0:0:14.98,397
'0:0:15.0,410
'0:0:15.02,405
'0:0:15.04,399
'0:0:15.06,392
'0:0:15.08,384
'0:0:15.1,366
'0:0:15.12,346
'0:0:15.14,334
'0:0:15.16,334
'0:0:15.18,331
'0:0:15.2,329
'0:0:15.22,323
'0:0:15.24,322
'0:0:15.26,329
'0:0:15.28,335
'0:0:15.3,333
'0:0:15.32,328
'0:0:15.34,329
'0:0:15.36,334
'0:0:15.38,359
'0:0:15.4,406
'0:0:15.42,457
'0:0:15.44,503
'0:0:15.46,528
'0:0:15.48,519
'0:0:15.5,481
'0:0:15.52,426
'0:0:15.54,380
'0:0:15.56,348
'0:0:15.58,325
'0:0:15.6,302
'0:0:15.62,282
'0:0:15.64,277
'0:0:15.66,285
'0:0:15.68,303
'0:0:15.7,325
'0:0:15.72,341
'0:0:15.74,358
'0:0:15.76,373
'0:0:15.78,374
'0:0:15.8,360
'0:0:15.82,336
'0:0:15.84,322
'0:0:15.86,314
'0:0:15.88,307
'0:0:15.9,297
'0:0:15.92,286
'0:0:15.94,284
'0:0:15.96,290
'0:0:15.98,289
'0:0:16.0,281
'0:0:16.02,276
'0:0:16.04,281
'0:0:16.06,291
'0:0:16.08,300
'0:0:16.1,300
'0:0:16.12,297
'0:0:16.14,302
'0:0:16.16,317
'0:0:16.18,350
'0:0:16.2,400
'0:0:16.22,447
'0:0:16.24,484
'0:0:16.26,499
'0:0:16.28,485
'0:0:16.3,438
'0:0:16.32,381
'0:0:16.34,337
'0:0:16.36,308
'0:0:16.38,291
'0:0:16.4,275
'0:0:16.42,261
'0:0:16.44,266
'0:0:16.46,281
'0:0:16.48,305
'0:0:16.5,331
'0:0:16.52,351
'0:0:16.54,372
'0:0:16.56,387
'0:0:16.58,389
'0:0:16.6,374
'0:0:16.62,353
'0:0:16.64,337
'0:0:16.66,323
'0:0:16.68,316
'0:0:16.7,302
'0:0:16.72,290
'0:0:16.74,291
'0:0:16.76,296
'0:0:16.78,298
'0:0:16.8,292
'0:0:16.82,283
'0:0:16.84,285
'0:0:16.86,293
'0:0:16.88,300
'0:0:16.9,296
'0:0:16.92,290
'0:0:16.94,293
'0:0:16.96,300
'0:0:16.98,306
'0:0:17.0,316
'0:0:17.02,355
'0:0:17.04,415
'0:0:17.06,468
'0:0:17.08,496
'0:0:17.1,490
'0:0:17.12,458
'0:0:17.14,421
'0:0:17.16,383
'0:0:17.18,342
'0:0:17.2,304
'0:0:17.22,272
'0:0:17.24,256
'0:0:17.26,251
'0:0:17.28,253
'0:0:17.3,260
'0:0:17.32,279
'0:0:17.34,314
'0:0:17.36,348
'0:0:17.38,370
'0:0:17.4,369
'0:0:17.42,356
'0:0:17.44,346
'0:0:17.46,337
'0:0:17.48,327
'0:0:17.5,308
'0:0:17.52,292
'0:0:17.54,287
'0:0:17.56,289
'0:0:17.58,292
'0:0:17.6,288
'0:0:17.62,285
'0:0:17.64,295
'0:0:17.66,310
'0:0:17.68,324
'0:0:17.7,325
'0:0:17.72,325
'0:0:17.74,319
'0:0:17.76,317
'0:0:17.78,319
'0:0:17.8,338
'0:0:17.82,385
'0:0:17.84,449
'0:0:17.86,494
'0:0:17.88,508
'0:0:17.9,486
'0:0:17.92,446
'0:0:17.94,410
'0:0:17.96,375
'0:0:17.98,343
'0:0:18.0,309
'0:0:18.02,283
'0:0:18.04,272
'0:0:18.06,268
'0:0:18.08,274
'0:0:18.1,288
'0:0:18.12,313
'0:0:18.14,348
'0:0:18.16,379
'0:0:18.18,390
'0:0:18.2,385
'0:0:18.22,367
'0:0:18.24,354
'0:0:18.26,341
'0:0:18.28,329
'0:0:18.3,317
'0:0:18.32,317
'0:0:18.34,322
'0:0:18.36,309
'0:0:18.38,294
'0:0:18.4,267
'0:0:18.42,244
'0:0:18.44,239
'0:0:18.46,240
'0:0:18.48,238
'0:0:18.5,226
'0:0:18.52,219
'0:0:18.54,227
'0:0:18.56,241
'0:0:18.58,268
'0:0:18.6,314
'0:0:18.62,371
'0:0:18.64,425
'0:0:18.66,456
'0:0:18.68,461
'0:0:18.7,435
'0:0:18.72,399
'0:0:18.74,367
'0:0:18.76,334
'0:0:18.78,303
'0:0:18.8,270
'0:0:18.82,250
'0:0:18.84,248
'0:0:18.86,252
'0:0:18.88,262
'0:0:18.9,274
'0:0:18.92,296
'0:0:18.94,328
'0:0:18.96,350
'0:0:18.98,357
'0:0:19.0,348
'0:0:19.02,333
'0:0:19.04,327
'0:0:19.06,319
'0:0:19.08,311
'0:0:19.1,295
'0:0:19.12,287
'0:0:19.14,289
'0:0:19.16,293
'0:0:19.18,292
'0:0:19.2,288
'0:0:19.22,288
'0:0:19.24,298
'0:0:19.26,309
'0:0:19.28,318
'0:0:19.3,316
'0:0:19.32,314
'0:0:19.34,322
'0:0:19.36,330
'0:0:19.38,334
'0:0:19.4,340
'0:0:19.42,378
'0:0:19.44,441
'0:0:19.46,495
'0:0:19.48,524
'0:0:19.5,516
'0:0:19.52,489
'0:0:19.54,457
'0:0:19.56,419
'0:0:19.58,377
'0:0:19.6,333
'0:0:19.62,301
'0:0:19.64,288
'0:0:19.66,280
'0:0:19.68,276
'0:0:19.7,275
'0:0:19.72,288
'0:0:19.74,318
'0:0:19.76,347
'0:0:19.78,363
'0:0:19.8,359
'0:0:19.82,345
'0:0:19.84,336
'0:0:19.86,324
'0:0:19.88,309
'0:0:19.9,286
'0:0:19.92,270
'0:0:19.94,266
'0:0:19.96,260
'0:0:19.98,253
'0:0:20.0,238
'0:0:20.02,233
'0:0:20.04,242
'0:0:20.06,254
'0:0:20.08,262
'0:0:20.1,260
'0:0:20.12,256
'0:0:20.14,256
'0:0:20.16,255
'0:0:20.18,248
'0:0:20.2,241
'0:0:20.22,246
'0:0:20.24,287
'0:0:20.26,366
'0:0:20.28,456
'0:0:20.3,518
'0:0:20.32,553
'0:0:20.34,558
'0:0:20.36,526
'0:0:20.38,469
'0:0:20.4,397
'0:0:20.42,330
'0:0:20.44,285
'0:0:20.46,257
'0:0:20.48,242
'0:0:20.5,231
'0:0:20.52,238
'0:0:20.54,269
'0:0:20.56,313
'0:0:20.58,357
'0:0:20.6,382
'0:0:20.62,395
'0:0:20.64,406
'0:0:20.66,403
'0:0:20.68,390
'0:0:20.7,364
'0:0:20.72,342
'0:0:20.74,333
'0:0:20.76,325
'0:0:20.78,316
'0:0:20.8,302
'0:0:20.82,299
'0:0:20.84,305
'0:0:20.86,310
'0:0:20.88,308
'0:0:20.9,298
'0:0:20.92,295
'0:0:20.94,306
'0:0:20.96,319
'0:0:20.98,350
'0:0:21.0,403
'0:0:21.02,467
'0:0:21.04,518
'0:0:21.06,532
'0:0:21.08,514
'0:0:21.1,465
'0:0:21.12,414
'0:0:21.14,371
'0:0:21.16,330
'0:0:21.18,292
'0:0:21.2,264
'0:0:21.22,251
'0:0:21.24,249
'0:0:21.26,254
'0:0:21.28,274
'0:0:21.3,301
'0:0:21.32,336
'0:0:21.34,372
'0:0:21.36,392
'0:0:21.38,393
'0:0:21.4,377
'0:0:21.42,361
'0:0:21.44,351
'0:0:21.46,333
'0:0:21.48,310
'0:0:21.5,287
'0:0:21.52,282
'0:0:21.54,281
'0:0:21.56,278
'0:0:21.58,270
'0:0:21.6,258
'0:0:21.62,254
'0:0:21.64,255
'0:0:21.66,256
'0:0:21.68,254
'0:0:21.7,252
'0:0:21.72,275
'0:0:21.74,346
'0:0:21.76,426
'0:0:21.78,482
'0:0:21.8,502
'0:0:21.82,497
'0:0:21.84,477
'0:0:21.86,446
'0:0:21.88,402
'0:0:21.9,350
'0:0:21.92,314
'0:0:21.94,297
'0:0:21.96,282
'0:0:21.98,261
'0:0:22.0,234
'0:0:22.02,227
'0:0:22.04,249
'0:0:22.06,292
'0:0:22.08,341
'0:0:22.1,385
'0:0:22.12,427
'0:0:22.14,460
'0:0:22.16,471
'0:0:22.18,454
'0:0:22.2,418
'0:0:22.22,380
'0:0:22.24,351
'0:0:22.26,329
'0:0:22.28,310
'0:0:22.3,293
'0:0:22.32,283
'0:0:22.34,281
'0:0:22.36,277
'0:0:22.38,271
'0:0:22.4,263
'0:0:22.42,265
'0:0:22.44,272
'0:0:22.46,290
'0:0:22.48,333
'0:0:22.5,388
'0:0:22.52,443
'0:0:22.54,482
'0:0:22.56,495
'0:0:22.58,481
'0:0:22.6,448
'0:0:22.62,418
'0:0:22.64,382
'0:0:22.66,344
'0:0:22.68,305
'0:0:22.7,266
'0:0:22.72,242
'0:0:22.74,229
'0:0:22.76,228
'0:0:22.78,236
'0:0:22.8,255
'0:0:22.82,289
'0:0:22.84,330
'0:0:22.86,355
'0:0:22.88,363
'0:0:22.9,357
'0:0:22.92,350
'0:0:22.94,345
'0:0:22.96,339
'0:0:22.98,322
'0:0:23.0,297
'0:0:23.02,285
'0:0:23.04,285
'0:0:23.06,289
'0:0:23.08,288
'0:0:23.1,285
'0:0:23.12,289
'0:0:23.14,296
'0:0:23.16,312
'0:0:23.18,344
'0:0:23.2,408
'0:0:23.22,483
'0:0:23.24,534
'0:0:23.26,548
'0:0:23.28,530
'0:0:23.3,490
'0:0:23.32,451
'0:0:23.34,422
'0:0:23.36,401
'0:0:23.38,380
'0:0:23.4,359
'0:0:23.42,347
'0:0:23.44,338
'0:0:23.46,328
'0:0:23.48,314
'0:0:23.5,309
'0:0:23.52,333
'0:0:23.54,369
'0:0:23.56,394
'0:0:23.58,400
'0:0:23.6,397
'0:0:23.62,404
'0:0:23.64,416
'0:0:23.66,426
'0:0:23.68,418
'0:0:23.7,387
'0:0:23.72,361
'0:0:23.74,341
'0:0:23.76,328
'0:0:23.78,312
'0:0:23.8,294
'0:0:23.82,292
'0:0:23.84,319
'0:0:23.86,382
'0:0:23.88,443
'0:0:23.9,484
'0:0:23.92,507
'0:0:23.94,504
'0:0:23.96,484
'0:0:23.98,448
'0:0:24.0,411
'0:0:24.02,390
'0:0:24.04,368
'0:0:24.06,345
'0:0:24.08,315
'0:0:24.1,290
'0:0:24.12,294
'0:0:24.14,314
'0:0:24.16,341
'0:0:24.18,352
'0:0:24.2,358
'0:0:24.22,362
'0:0:24.24,360
'0:0:24.26,354
'0:0:24.28,336
'0:0:24.3,314
'0:0:24.32,301
'0:0:24.34,293
'0:0:24.36,290
'0:0:24.38,281
'0:0:24.4,273
'0:0:24.42,277
'0:0:24.44,285
'0:0:24.46,292
'0:0:24.48,296
'0:0:24.5,323
'0:0:24.52,384
'0:0:24.54,443
'0:0:24.56,479
'0:0:24.58,476
'0:0:24.6,452
'0:0:24.62,424
'0:0:24.64,392
'0:0:24.66,358
'0:0:24.68,322
'0:0:24.7,290
'0:0:24.72,275
'0:0:24.74,266
'0:0:24.76,259
'0:0:24.78,254
'0:0:24.8,262
'0:0:24.82,289
'0:0:24.84,314
'0:0:24.86,335
'0:0:24.88,334
'0:0:24.9,327
'0:0:24.92,320
'0:0:24.94,296
'0:0:24.96,253
'0:0:24.98,205
'0:0:25.0,179
