Experiment name:,NeuLog experiment
Duration:, 2 0
Rate:, 50 per second
Sensors:, Pulse (ID 1  Exp 1)
Range:, Wave
Units:, Arb
Time
'0:0:6.24,315
'0:0:6.26,305
'0:0:6.28,299
'0:0:6.3,291
'0:0:6.32,267
'0:0:6.34,232
'0:0:6.36,202
'0:0:6.38,199
'0:0:6.4,219
'0:0:6.42,237
'0:0:6.44,250
'0:0:6.46,247
'0:0:6.48,265
'0:0:6.5,335
'0:0:6.52,433
'0:0:6.54,517
'0:0:6.56,560
'0:0:6.58,565
'0:0:6.6,539
'0:0:6.62,490
'0:0:6.64,433
'0:0:6.66,383
'0:0:6.68,360
'0:0:6.7,361
'0:0:6.72,362
'0:0:6.74,353
'0:0:6.76,342
'0:0:6.78,346
'0:0:6.8,367
'0:0:6.82,387
'0:0:6.84,394
'0:0:6.86,393
'0:0:6.88,396
'0:0:6.9,402
'0:0:6.92,401
'0:0:6.94,391
'0:0:6.96,375
'0:0:6.98,367
'0:0:7.0,370
'0:0:7.02,371
'0:0:7.04,365
'0:0:7.06,355
'0:0:7.08,353
'0:0:7.1,355
'0:0:7.12,354
'0:0:7.14,345
'0:0:7.16,333
'0:0:7.18,330
'0:0:7.2,333
'0:0:7.22,333
'0:0:7.24,325
'0:0:7.26,314
'0:0:7.28,305
'0:0:7.3,297
'0:0:7.32,293
'0:0:7.34,317
'0:0:7.36,388
'0:0:7.38,484
'0:0:7.4,561
'0:0:7.42,591
'0:0:7.44,584
'0:0:7.46,546
'0:0:7.48,506
'0:0:7.5,473
'0:0:7.52,449
'0:0:7.54,430
'0:0:7.56,413
'0:0:7.58,408
'0:0:7.6,414
'0:0:7.62,423
'0:0:7.64,429
'0:0:7.66,428
'0:0:7.68,432
'0:0:7.7,442
'0:0:7.72,444
'0:0:7.74,435
'0:0:7.76,419
'0:0:7.78,405
'0:0:7.8,397
'0:0:7.82,388
'0:0:7.84,372
'0:0:7.86,355
'0:0:7.88,349
'0:0:7.9,353
'0:0:7.92,358
'0:0:7.94,353
'0:0:7.96,339
'0:0:7.98,333
'0:0:8.0,330
'0:0:8.02,322
'0:0:8.04,311
'0:0:8.06,303
'0:0:8.08,306
'0:0:8.1,318
'0:0:8.12,325
'0:0:8.14,323
'0:0:8.16,317
'0:0:8.18,318
'0:0:8.2,327
'0:0:8.22,357
'0:0:8.24,420
'0:0:8.26,493
'0:0:8.28,551
'0:0:8.3,579
'0:0:8.32,572
'0:0:8.34,535
'0:0:8.36,485
'0:0:8.38,440
'0:0:8.4,407
'0:0:8.42,382
'0:0:8.44,367
'0:0:8.46,353
'0:0:8.48,353
'0:0:8.5,370
'0:0:8.52,389
'0:0:8.54,402
'0:0:8.56,406
'0:0:8.58,411
'0:0:8.6,415
'0:0:8.62,418
'0:0:8.64,416
'0:0:8.66,405
'0:0:8.68,382
'0:0:8.7,348
'0:0:8.72,311
'0:0:8.74,283
'0:0:8.76,268
'0:0:8.78,275
'0:0:8.8,284
'0:0:8.82,287
'0:0:8.84,285
'0:0:8.86,277
'0:0:8.88,280
'0:0:8.9,288
'0:0:8.92,292
'0:0:8.94,288
'0:0:8.96,280
'0:0:8.98,280
'0:0:9.0,309
'0:0:9.02,379
'0:0:9.04,462
'0:0:9.06,517
'0:0:9.08,543
'0:0:9.1,543
'0:0:9.12,523
'0:0:9.14,482
'0:0:9.16,428
'0:0:9.18,388
'0:0:9.2,364
'0:0:9.22,351
'0:0:9.24,339
'0:0:9.26,331
'0:0:9.28,334
'0:0:9.3,352
'0:0:9.32,376
'0:0:9.34,392
'0:0:9.36,395
'0:0:9.38,395
'0:0:9.4,393
'0:0:9.42,379
'0:0:9.44,357
'0:0:9.46,327
'0:0:9.48,313
'0:0:9.5,308
'0:0:9.52,303
'0:0:9.54,294
'0:0:9.56,285
'0:0:9.58,286
'0:0:9.6,295
'0:0:9.62,304
'0:0:9.64,305
'0:0:9.66,299
'0:0:9.68,325
'0:0:9.7,392
'0:0:9.72,465
'0:0:9.74,515
'0:0:9.76,533
'0:0:9.78,526
'0:0:9.8,499
'0:0:9.82,459
'0:0:9.84,411
'0:0:9.86,365
'0:0:9.88,339
'0:0:9.9,326
'0:0:9.92,316
'0:0:9.94,306
'0:0:9.96,304
'0:0:9.98,321
'0:0:10.0,347
'0:0:10.02,363
'0:0:10.04,362
'0:0:10.06,346
'0:0:10.08,328
'0:0:10.1,308
'0:0:10.12,283
'0:0:10.14,264
'0:0:10.16,254
'0:0:10.18,259
'0:0:10.2,276
'0:0:10.22,294
'0:0:10.24,304
'0:0:10.26,306
'0:0:10.28,311
'0:0:10.3,319
'0:0:10.32,321
'0:0:10.34,309
'0:0:10.36,288
'0:0:10.38,290
'0:0:10.4,348
'0:0:10.42,437
'0:0:10.44,520
'0:0:10.46,567
'0:0:10.48,582
'0:0:10.5,569
'0:0:10.52,537
'0:0:10.54,494
'0:0:10.56,450
'0:0:10.58,420
'0:0:10.6,404
'0:0:10.62,392
'0:0:10.64,375
'0:0:10.66,360
'0:0:10.68,364
'0:0:10.7,375
'0:0:10.72,384
'0:0:10.74,380
'0:0:10.76,368
'0:0:10.78,354
'0:0:10.8,337
'0:0:10.82,316
'0:0:10.84,290
'0:0:10.86,259
'0:0:10.88,237
'0:0:10.9,217
'0:0:10.92,204
'0:0:10.94,211
'0:0:10.96,310
'0:0:10.98,399
'0:0:11.0,435
'0:0:11.02,444
'0:0:11.04,441
'0:0:11.06,427
'0:0:11.08,443
'0:0:11.1,499
'0:0:11.12,565
'0:0:11.14,604
'0:0:11.16,607
'0:0:11.18,586
'0:0:11.2,545
'0:0:11.22,488
'0:0:11.24,422
'0:0:11.26,365
'0:0:11.28,331
'0:0:11.3,323
'0:0:11.32,383
'0:0:11.34,422
'0:0:11.36,433
'0:0:11.38,441
'0:0:11.4,449
'0:0:11.42,471
'0:0:11.44,528
'0:0:11.46,542
'0:0:11.48,525
'0:0:11.5,496
'0:0:11.52,462
'0:0:11.54,443
'0:0:11.56,461
'0:0:11.58,472
'0:0:11.6,466
'0:0:11.62,450
'0:0:11.64,420
'0:0:11.66,424
'0:0:11.68,463
'0:0:11.7,471
'0:0:11.72,457
'0:0:11.74,433
'0:0:11.76,414
'0:0:11.78,437
'0:0:11.8,513
'0:0:11.82,597
'0:0:11.84,652
'0:0:11.86,673
'0:0:11.88,668
'0:0:11.9,649
'0:0:11.92,627
'0:0:11.94,595
'0:0:11.96,556
'0:0:11.98,523
'0:0:12.0,497
'0:0:12.02,477
'0:0:12.04,463
'0:0:12.06,451
'0:0:12.08,451
'0:0:12.1,457
'0:0:12.12,454
'0:0:12.14,435
'0:0:12.16,407
'0:0:12.18,383
'0:0:12.2,365
'0:0:12.22,350
'0:0:12.24,328
'0:0:12.26,309
'0:0:12.28,301
'0:0:12.3,303
'0:0:12.32,305
'0:0:12.34,300
'0:0:12.36,294
'0:0:12.38,300
'0:0:12.4,325
'0:0:12.42,364
'0:0:12.44,429
'0:0:12.46,511
'0:0:12.48,590
'0:0:12.5,609
'0:0:12.52,561
'0:0:12.54,503
'0:0:12.56,447
'0:0:12.58,401
'0:0:12.6,361
'0:0:12.62,324
'0:0:12.64,276
'0:0:12.66,214
'0:0:12.68,165
'0:0:12.7,140
'0:0:12.72,150
'0:0:12.74,187
'0:0:12.76,237
'0:0:12.78,291
'0:0:12.8,332
'0:0:12.82,362
'0:0:12.84,374
'0:0:12.86,369
'0:0:12.88,350
'0:0:12.9,319
'0:0:12.92,279
'0:0:12.94,230
'0:0:12.96,195
'0:0:12.98,163
'0:0:13.0,119
'0:0:13.02,82
'0:0:13.04,34
'0:0:13.06,1
'0:0:13.08,2
'0:0:13.1,2
'0:0:13.12,2
'0:0:13.14,1
'0:0:13.16,2
'0:0:13.18,37
'0:0:13.2,123
'0:0:13.22,226
'0:0:13.24,314
'0:0:13.26,383
'0:0:13.28,441
'0:0:13.3,483
'0:0:13.32,517
'0:0:13.34,536
'0:0:13.36,532
'0:0:13.38,510
'0:0:13.4,528
'0:0:13.42,572
'0:0:13.44,575
'0:0:13.46,563
'0:0:13.48,546
'0:0:13.5,554
'0:0:13.52,558
'0:0:13.54,488
'0:0:13.56,386
'0:0:13.58,282
'0:0:13.6,208
'0:0:13.62,143
'0:0:13.64,100
'0:0:13.66,110
'0:0:13.68,153
'0:0:13.7,193
'0:0:13.72,217
'0:0:13.74,208
'0:0:13.76,163
'0:0:13.78,111
'0:0:13.8,72
'0:0:13.82,44
'0:0:13.84,9
'0:0:13.86,1
'0:0:13.88,1
'0:0:13.9,2
'0:0:13.92,5
'0:0:13.94,35
'0:0:13.96,89
'0:0:13.98,136
'0:0:14.0,151
'0:0:14.02,125
'0:0:14.04,69
'0:0:14.06,14
'0:0:14.08,3
'0:0:14.1,11
'0:0:14.12,31
'0:0:14.14,42
'0:0:14.16,48
'0:0:14.18,71
'0:0:14.2,110
'0:0:14.22,159
'0:0:14.24,198
'0:0:14.26,219
'0:0:14.28,230
'0:0:14.3,233
'0:0:14.32,234
'0:0:14.34,229
'0:0:14.36,219
'0:0:14.38,212
'0:0:14.4,215
'0:0:14.42,218
'0:0:14.44,224
'0:0:14.46,230
'0:0:14.48,242
'0:0:14.5,249
'0:0:14.52,250
'0:0:14.54,244
'0:0:14.56,247
'0:0:14.58,289
'0:0:14.6,367
'0:0:14.62,437
'0:0:14.64,478
'0:0:14.66,486
'0:0:14.68,470
'0:0:14.7,426
'0:0:14.72,362
'0:0:14.74,287
'0:0:14.76,222
'0:0:14.78,183
'0:0:14.8,167
'0:0:14.82,163
'0:0:14.84,153
'0:0:14.86,152
'0:0:14.88,176
'0:0:14.9,212
'0:0:14.92,235
'0:0:14.94,228
'0:0:14.96,222
'0:0:14.98,252
'0:0:15.0,279
'0:0:15.02,275
'0:0:15.04,251
'0:0:15.06,221
'0:0:15.08,204
'0:0:15.1,207
'0:0:15.12,210
'0:0:15.14,204
'0:0:15.16,208
'0:0:15.18,224
'0:0:15.2,242
'0:0:15.22,291
'0:0:15.24,367
'0:0:15.26,439
'0:0:15.28,495
'0:0:15.3,518
'0:0:15.32,507
'0:0:15.34,468
'0:0:15.36,420
'0:0:15.38,389
'0:0:15.4,377
'0:0:15.42,376
'0:0:15.44,378
'0:0:15.46,381
'0:0:15.48,401
'0:0:15.5,435
'0:0:15.52,463
'0:0:15.54,469
'0:0:15.56,457
'0:0:15.58,437
'0:0:15.6,411
'0:0:15.62,387
'0:0:15.64,362
'0:0:15.66,329
'0:0:15.68,314
'0:0:15.7,329
'0:0:15.72,333
'0:0:15.74,320
'0:0:15.76,345
'0:0:15.78,385
'0:0:15.8,410
'0:0:15.82,414
'0:0:15.84,398
'0:0:15.86,377
'0:0:15.88,369
'0:0:15.9,363
'0:0:15.92,365
'0:0:15.94,396
'0:0:15.96,468
'0:0:15.98,555
'0:0:16.0,617
'0:0:16.02,633
'0:0:16.04,603
'0:0:16.06,545
'0:0:16.08,486
'0:0:16.1,443
'0:0:16.12,410
'0:0:16.14,378
'0:0:16.16,343
'0:0:16.18,310
'0:0:16.2,285
'0:0:16.22,293
'0:0:16.24,320
'0:0:16.26,355
'0:0:16.28,401
'0:0:16.3,443
'0:0:16.32,465
'0:0:16.34,445
'0:0:16.36,379
'0:0:16.38,306
'0:0:16.4,263
'0:0:16.42,222
'0:0:16.44,158
'0:0:16.46,45
'0:0:16.48,0
'0:0:16.5,0
'0:0:16.52,0
'0:0:16.54,0
'0:0:16.56,0
'0:0:16.58,0
'0:0:16.6,0
'0:0:16.62,0
'0:0:16.64,12
'0:0:16.66,192
'0:0:16.68,568
'0:0:16.7,984
'0:0:16.72,1022
'0:0:16.74,1022
'0:0:16.76,1022
'0:0:16.78,1022
'0:0:16.8,1022
'0:0:16.82,1022
'0:0:16.84,1022
'0:0:16.86,1022
'0:0:16.88,1021
'0:0:16.9,1021
'0:0:16.92,1020
'0:0:16.94,1020
'0:0:16.96,1022
'0:0:16.98,1022
'0:0:17.0,1022
'0:0:17.02,1022
'0:0:17.04,1020
'0:0:17.06,990
'0:0:17.08,904
'0:0:17.1,963
'0:0:17.12,1022
'0:0:17.14,1022
'0:0:17.16,1022
'0:0:17.18,1022
'0:0:17.2,1022
'0:0:17.22,1022
'0:0:17.24,1023
'0:0:17.26,1022
'0:0:17.28,1022
'0:0:17.3,1022
'0:0:17.32,1022
'0:0:17.34,1022
'0:0:17.36,1020
'0:0:17.38,1011
'0:0:17.4,980
'0:0:17.42,930
'0:0:17.44,900
'0:0:17.46,911
'0:0:17.48,972
'0:0:17.5,1022
'0:0:17.52,1022
'0:0:17.54,1022
'0:0:17.56,1022
'0:0:17.58,1023
'0:0:17.6,1023
'0:0:17.62,1023
'0:0:17.64,1023
'0:0:17.66,1022
'0:0:17.68,833
'0:0:17.7,197
'0:0:17.72,0
'0:0:17.74,0
'0:0:17.76,0
'0:0:17.78,0
'0:0:17.8,0
'0:0:17.82,0
'0:0:17.84,0
'0:0:17.86,0
'0:0:17.88,0
'0:0:17.9,0
'0:0:17.92,0
'0:0:17.94,0
'0:0:17.96,42
'0:0:17.98,144
'0:0:18.0,226
'0:0:18.02,290
'0:0:18.04,341
'0:0:18.06,393
'0:0:18.08,461
'0:0:18.1,543
'0:0:18.12,622
'0:0:18.14,661
'0:0:18.16,630
'0:0:18.18,551
'0:0:18.2,469
'0:0:18.22,440
'0:0:18.24,491
'0:0:18.26,598
'0:0:18.28,776
'0:0:18.3,1017
'0:0:18.32,1022
'0:0:18.34,1022
'0:0:18.36,1022
'0:0:18.38,1022
'0:0:18.4,1012
'0:0:18.42,801
'0:0:18.44,621
'0:0:18.46,559
'0:0:18.48,479
'0:0:18.5,541
'0:0:18.52,740
'0:0:18.54,919
'0:0:18.56,1022
'0:0:18.58,1022
'0:0:18.6,1022
'0:0:18.62,1022
'0:0:18.64,1022
'0:0:18.66,1022
'0:0:18.68,1022
'0:0:18.7,1022
'0:0:18.72,999
'0:0:18.74,845
'0:0:18.76,593
'0:0:18.78,353
'0:0:18.8,213
'0:0:18.82,191
'0:0:18.84,263
'0:0:18.86,413
'0:0:18.88,616
'0:0:18.9,814
'0:0:18.92,975
'0:0:18.94,1022
'0:0:18.96,1020
'0:0:18.98,983
'0:0:19.0,832
'0:0:19.02,617
'0:0:19.04,404
'0:0:19.06,251
'0:0:19.08,198
'0:0:19.1,241
'0:0:19.12,351
'0:0:19.14,528
'0:0:19.16,727
'0:0:19.18,935
'0:0:19.2,1022
'0:0:19.22,1022
'0:0:19.24,1017
'0:0:19.26,971
'0:0:19.28,915
'0:0:19.3,902
'0:0:19.32,977
'0:0:19.34,1021
'0:0:19.36,1018
'0:0:19.38,996
'0:0:19.4,934
'0:0:19.42,839
'0:0:19.44,738
'0:0:19.46,656
'0:0:19.48,613
'0:0:19.5,600
'0:0:19.52,601
'0:0:19.54,598
'0:0:19.56,596
'0:0:19.58,610
'0:0:19.6,640
'0:0:19.62,660
'0:0:19.64,659
'0:0:19.66,667
'0:0:19.68,708
'0:0:19.7,708
'0:0:19.72,665
'0:0:19.74,611
'0:0:19.76,566
'0:0:19.78,547
'0:0:19.8,546
'0:0:19.82,545
'0:0:19.84,521
'0:0:19.86,466
'0:0:19.88,406
'0:0:19.9,376
'0:0:19.92,380
'0:0:19.94,386
'0:0:19.96,385
'0:0:19.98,395
'0:0:20.0,416
'0:0:20.02,431
'0:0:20.04,423
'0:0:20.06,402
'0:0:20.08,392
'0:0:20.1,397
'0:0:20.12,409
'0:0:20.14,403
'0:0:20.16,391
'0:0:20.18,396
'0:0:20.2,422
'0:0:20.22,459
'0:0:20.24,501
'0:0:20.26,547
'0:0:20.28,592
'0:0:20.3,609
'0:0:20.32,594
'0:0:20.34,566
'0:0:20.36,555
'0:0:20.38,587
'0:0:20.4,646
'0:0:20.42,688
'0:0:20.44,712
'0:0:20.46,722
'0:0:20.48,718
'0:0:20.5,706
'0:0:20.52,716
'0:0:20.54,708
'0:0:20.56,692
'0:0:20.58,687
'0:0:20.6,690
'0:0:20.62,687
'0:0:20.64,655
'0:0:20.66,620
'0:0:20.68,598
'0:0:20.7,577
'0:0:20.72,562
'0:0:20.74,556
'0:0:20.76,552
'0:0:20.78,542
'0:0:20.8,528
'0:0:20.82,520
'0:0:20.84,521
'0:0:20.86,520
'0:0:20.88,510
'0:0:20.9,499
'0:0:20.92,499
'0:0:20.94,505
'0:0:20.96,515
'0:0:20.98,528
'0:0:21.0,566
'0:0:21.02,613
'0:0:21.04,649
'0:0:21.06,678
'0:0:21.08,690
'0:0:21.1,683
'0:0:21.12,651
'0:0:21.14,594
'0:0:21.16,537
'0:0:21.18,508
'0:0:21.2,496
'0:0:21.22,478
'0:0:21.24,453
'0:0:21.26,424
'0:0:21.28,398
'0:0:21.3,374
'0:0:21.32,349
'0:0:21.34,329
'0:0:21.36,316
'0:0:21.38,320
'0:0:21.4,329
'0:0:21.42,330
'0:0:21.44,329
'0:0:21.46,325
'0:0:21.48,331
'0:0:21.5,341
'0:0:21.52,347
'0:0:21.54,344
'0:0:21.56,346
'0:0:21.58,361
'0:0:21.6,391
'0:0:21.62,441
'0:0:21.64,489
'0:0:21.66,521
'0:0:21.68,545
'0:0:21.7,558
'0:0:21.72,546
'0:0:21.74,509
'0:0:21.76,466
'0:0:21.78,432
'0:0:21.8,409
'0:0:21.82,401
'0:0:21.84,394
'0:0:21.86,377
'0:0:21.88,366
'0:0:21.9,362
'0:0:21.92,364
'0:0:21.94,362
'0:0:21.96,354
'0:0:21.98,335
'0:0:22.0,324
'0:0:22.02,334
'0:0:22.04,338
'0:0:22.06,334
'0:0:22.08,330
'0:0:22.1,328
'0:0:22.12,327
'0:0:22.14,321
'0:0:22.16,315
'0:0:22.18,314
'0:0:22.2,320
'0:0:22.22,326
'0:0:22.24,328
'0:0:22.26,335
'0:0:22.28,361
'0:0:22.3,406
'0:0:22.32,455
'0:0:22.34,480
'0:0:22.36,473
'0:0:22.38,457
'0:0:22.4,433
'0:0:22.42,402
'0:0:22.44,378
'0:0:22.46,359
'0:0:22.48,353
'0:0:22.5,361
'0:0:22.52,373
'0:0:22.54,376
'0:0:22.56,376
'0:0:22.58,383
'0:0:22.6,391
'0:0:22.62,396
'0:0:22.64,393
'0:0:22.66,384
'0:0:22.68,378
'0:0:22.7,373
'0:0:22.72,370
'0:0:22.74,362
'0:0:22.76,352
'0:0:22.78,349
'0:0:22.8,354
'0:0:22.82,360
'0:0:22.84,363
'0:0:22.86,369
'0:0:22.88,380
'0:0:22.9,393
'0:0:22.92,398
'0:0:22.94,390
'0:0:22.96,377
'0:0:22.98,370
'0:0:23.0,376
'0:0:23.02,393
'0:0:23.04,427
'0:0:23.06,477
'0:0:23.08,528
'0:0:23.1,562
'0:0:23.12,571
'0:0:23.14,553
'0:0:23.16,527
'0:0:23.18,509
'0:0:23.2,500
'0:0:23.22,485
'0:0:23.24,473
'0:0:23.26,466
'0:0:23.28,464
'0:0:23.3,465
'0:0:23.32,460
'0:0:23.34,447
'0:0:23.36,425
'0:0:23.38,408
'0:0:23.4,398
'0:0:23.42,389
'0:0:23.44,384
'0:0:23.46,381
'0:0:23.48,382
'0:0:23.5,387
'0:0:23.52,395
'0:0:23.54,400
'0:0:23.56,413
'0:0:23.58,428
'0:0:23.6,442
'0:0:23.62,479
'0:0:23.64,508
'0:0:23.66,531
'0:0:23.68,549
'0:0:23.7,571
'0:0:23.72,590
'0:0:23.74,599
'0:0:23.76,591
'0:0:23.78,587
'0:0:23.8,607
'0:0:23.82,629
'0:0:23.84,606
'0:0:23.86,552
'0:0:23.88,503
'0:0:23.9,467
'0:0:23.92,438
'0:0:23.94,417
'0:0:23.96,398
'0:0:23.98,378
'0:0:24.0,374
'0:0:24.02,380
'0:0:24.04,378
'0:0:24.06,374
'0:0:24.08,382
'0:0:24.1,404
'0:0:24.12,428
'0:0:24.14,435
'0:0:24.16,428
'0:0:24.18,423
'0:0:24.2,425
'0:0:24.22,430
'0:0:24.24,427
'0:0:24.26,420
'0:0:24.28,417
'0:0:24.3,416
'0:0:24.32,416
'0:0:24.34,415
'0:0:24.36,416
'0:0:24.38,424
'0:0:24.4,438
'0:0:24.42,446
'0:0:24.44,453
'0:0:24.46,455
'0:0:24.48,463
'0:0:24.5,493
'0:0:24.52,525
'0:0:24.54,538
'0:0:24.56,531
'0:0:24.58,510
'0:0:24.6,483
'0:0:24.62,455
'0:0:24.64,423
'0:0:24.66,396
'0:0:24.68,380
'0:0:24.7,368
'0:0:24.72,356
'0:0:24.74,338
'0:0:24.76,324
'0:0:24.78,323
'0:0:24.8,327
'0:0:24.82,327
'0:0:24.84,327
'0:0:24.86,326
'0:0:24.88,326
