Experiment name:,NeuLog experiment
Duration:, 2 0
Rate:, 50 per second
Sensors:, Pulse (ID 1  Exp 1)
Range:, Wave
Units:, Arb
Time
'0:0:6.24,424
'0:0:6.26,409
'0:0:6.28,396
'0:0:6.3,386
'0:0:6.32,377
'0:0:6.34,371
'0:0:6.36,367
'0:0:6.38,366
'0:0:6.4,363
'0:0:6.42,362
'0:0:6.44,362
'0:0:6.46,362
'0:0:6.48,360
'0:0:6.5,354
'0:0:6.52,348
'0:0:6.54,344
'0:0:6.56,342
'0:0:6.58,340
'0:0:6.6,338
'0:0:6.62,339
'0:0:6.64,342
'0:0:6.66,347
'0:0:6.68,349
'0:0:6.7,349
'0:0:6.72,348
'0:0:6.74,349
'0:0:6.76,363
'0:0:6.78,391
'0:0:6.8,428
'0:0:6.82,461
'0:0:6.84,481
'0:0:6.86,490
'0:0:6.88,486
'0:0:6.9,468
'0:0:6.92,446
'0:0:6.94,420
'0:0:6.96,404
'0:0:6.98,399
'0:0:7.0,389
'0:0:7.02,384
'0:0:7.04,385
'0:0:7.06,376
'0:0:7.08,374
'0:0:7.1,365
'0:0:7.12,358
'0:0:7.14,354
'0:0:7.16,350
'0:0:7.18,348
'0:0:7.2,345
'0:0:7.22,343
'0:0:7.24,341
'0:0:7.26,338
'0:0:7.28,338
'0:0:7.3,338
'0:0:7.32,340
'0:0:7.34,343
'0:0:7.36,346
'0:0:7.38,350
'0:0:7.4,355
'0:0:7.42,357
'0:0:7.44,359
'0:0:7.46,359
'0:0:7.48,358
'0:0:7.5,356
'0:0:7.52,353
'0:0:7.54,353
'0:0:7.56,366
'0:0:7.58,398
'0:0:7.6,440
'0:0:7.62,478
'0:0:7.64,497
'0:0:7.66,496
'0:0:7.68,483
'0:0:7.7,463
'0:0:7.72,441
'0:0:7.74,418
'0:0:7.76,397
'0:0:7.78,384
'0:0:7.8,376
'0:0:7.82,371
'0:0:7.84,367
'0:0:7.86,364
'0:0:7.88,367
'0:0:7.9,373
'0:0:7.92,375
'0:0:7.94,372
'0:0:7.96,368
'0:0:7.98,366
'0:0:8.0,363
'0:0:8.02,361
'0:0:8.04,358
'0:0:8.06,353
'0:0:8.08,349
'0:0:8.1,344
'0:0:8.12,341
'0:0:8.14,342
'0:0:8.16,342
'0:0:8.18,343
'0:0:8.2,343
'0:0:8.22,343
'0:0:8.24,344
'0:0:8.26,345
'0:0:8.28,347
'0:0:8.3,350
'0:0:8.32,349
'0:0:8.34,348
'0:0:8.36,353
'0:0:8.38,374
'0:0:8.4,406
'0:0:8.42,440
'0:0:8.44,468
'0:0:8.46,482
'0:0:8.48,481
'0:0:8.5,467
'0:0:8.52,445
'0:0:8.54,422
'0:0:8.56,399
'0:0:8.58,381
'0:0:8.6,368
'0:0:8.62,361
'0:0:8.64,358
'0:0:8.66,358
'0:0:8.68,361
'0:0:8.7,365
'0:0:8.72,370
'0:0:8.74,371
'0:0:8.76,370
'0:0:8.78,366
'0:0:8.8,360
'0:0:8.82,354
'0:0:8.84,349
'0:0:8.86,345
'0:0:8.88,342
'0:0:8.9,339
'0:0:8.92,338
'0:0:8.94,336
'0:0:8.96,339
'0:0:8.98,343
'0:0:9.0,345
'0:0:9.02,345
'0:0:9.04,346
'0:0:9.06,346
'0:0:9.08,348
'0:0:9.1,351
'0:0:9.12,350
'0:0:9.14,355
'0:0:9.16,374
'0:0:9.18,408
'0:0:9.2,444
'0:0:9.22,475
'0:0:9.24,489
'0:0:9.26,486
'0:0:9.28,472
'0:0:9.3,449
'0:0:9.32,426
'0:0:9.34,405
'0:0:9.36,391
'0:0:9.38,381
'0:0:9.4,373
'0:0:9.42,367
'0:0:9.44,365
'0:0:9.46,364
'0:0:9.48,364
'0:0:9.5,364
'0:0:9.52,364
'0:0:9.54,361
'0:0:9.56,357
'0:0:9.58,354
'0:0:9.6,352
'0:0:9.62,349
'0:0:9.64,349
'0:0:9.66,349
'0:0:9.68,348
'0:0:9.7,346
'0:0:9.72,347
'0:0:9.74,346
'0:0:9.76,346
'0:0:9.78,347
'0:0:9.8,349
'0:0:9.82,351
'0:0:9.84,351
'0:0:9.86,350
'0:0:9.88,350
'0:0:9.9,350
'0:0:9.92,350
'0:0:9.94,356
'0:0:9.96,376
'0:0:9.98,407
'0:0:10.0,442
'0:0:10.02,469
'0:0:10.04,482
'0:0:10.06,481
'0:0:10.08,467
'0:0:10.1,446
'0:0:10.12,424
'0:0:10.14,404
'0:0:10.16,388
'0:0:10.18,379
'0:0:10.2,372
'0:0:10.22,370
'0:0:10.24,368
'0:0:10.26,369
'0:0:10.28,370
'0:0:10.3,371
'0:0:10.32,369
'0:0:10.34,365
'0:0:10.36,361
'0:0:10.38,357
'0:0:10.4,354
'0:0:10.42,350
'0:0:10.44,347
'0:0:10.46,344
'0:0:10.48,342
'0:0:10.5,340
'0:0:10.52,339
'0:0:10.54,339
'0:0:10.56,344
'0:0:10.58,345
'0:0:10.6,342
'0:0:10.62,341
'0:0:10.64,340
'0:0:10.66,340
'0:0:10.68,351
'0:0:10.7,376
'0:0:10.72,409
'0:0:10.74,441
'0:0:10.76,463
'0:0:10.78,471
'0:0:10.8,464
'0:0:10.82,446
'0:0:10.84,426
'0:0:10.86,407
'0:0:10.88,390
'0:0:10.9,377
'0:0:10.92,369
'0:0:10.94,363
'0:0:10.96,364
'0:0:10.98,367
'0:0:11.0,369
'0:0:11.02,371
'0:0:11.04,371
'0:0:11.06,368
'0:0:11.08,366
'0:0:11.1,363
'0:0:11.12,359
'0:0:11.14,355
'0:0:11.16,351
'0:0:11.18,348
'0:0:11.2,346
'0:0:11.22,344
'0:0:11.24,344
'0:0:11.26,343
'0:0:11.28,344
'0:0:11.3,345
'0:0:11.32,346
'0:0:11.34,346
'0:0:11.36,353
'0:0:11.38,370
'0:0:11.4,397
'0:0:11.42,429
'0:0:11.44,457
'0:0:11.46,471
'0:0:11.48,470
'0:0:11.5,457
'0:0:11.52,436
'0:0:11.54,413
'0:0:11.56,392
'0:0:11.58,376
'0:0:11.6,364
'0:0:11.62,358
'0:0:11.64,357
'0:0:11.66,360
'0:0:11.68,365
'0:0:11.7,369
'0:0:11.72,371
'0:0:11.74,370
'0:0:11.76,366
'0:0:11.78,362
'0:0:11.8,356
'0:0:11.82,350
'0:0:11.84,345
'0:0:11.86,342
'0:0:11.88,341
'0:0:11.9,342
'0:0:11.92,343
'0:0:11.94,342
'0:0:11.96,342
'0:0:11.98,343
'0:0:12.0,344
'0:0:12.02,346
'0:0:12.04,355
'0:0:12.06,376
'0:0:12.08,408
'0:0:12.1,441
'0:0:12.12,466
'0:0:12.14,477
'0:0:12.16,472
'0:0:12.18,456
'0:0:12.2,435
'0:0:12.22,414
'0:0:12.24,396
'0:0:12.26,382
'0:0:12.28,372
'0:0:12.3,365
'0:0:12.32,361
'0:0:12.34,359
'0:0:12.36,359
'0:0:12.38,360
'0:0:12.4,361
'0:0:12.42,362
'0:0:12.44,361
'0:0:12.46,359
'0:0:12.48,358
'0:0:12.5,356
'0:0:12.52,352
'0:0:12.54,348
'0:0:12.56,347
'0:0:12.58,347
'0:0:12.6,347
'0:0:12.62,347
'0:0:12.64,346
'0:0:12.66,346
'0:0:12.68,346
'0:0:12.7,345
'0:0:12.72,344
'0:0:12.74,350
'0:0:12.76,372
'0:0:12.78,404
'0:0:12.8,440
'0:0:12.82,468
'0:0:12.84,480
'0:0:12.86,476
'0:0:12.88,459
'0:0:12.9,438
'0:0:12.92,418
'0:0:12.94,399
'0:0:12.96,389
'0:0:12.98,381
'0:0:13.0,374
'0:0:13.02,368
'0:0:13.04,362
'0:0:13.06,359
'0:0:13.08,359
'0:0:13.1,361
'0:0:13.12,361
'0:0:13.14,360
'0:0:13.16,358
'0:0:13.18,357
'0:0:13.2,354
'0:0:13.22,349
'0:0:13.24,344
'0:0:13.26,341
'0:0:13.28,341
'0:0:13.3,341
'0:0:13.32,341
'0:0:13.34,341
'0:0:13.36,338
'0:0:13.38,334
'0:0:13.4,333
'0:0:13.42,336
'0:0:13.44,340
'0:0:13.46,346
'0:0:13.48,350
'0:0:13.5,354
'0:0:13.52,354
'0:0:13.54,350
'0:0:13.56,345
'0:0:13.58,343
'0:0:13.6,350
'0:0:13.62,374
'0:0:13.64,410
'0:0:13.66,451
'0:0:13.68,485
'0:0:13.7,503
'0:0:13.72,500
'0:0:13.74,484
'0:0:13.76,461
'0:0:13.78,437
'0:0:13.8,417
'0:0:13.82,401
'0:0:13.84,392
'0:0:13.86,386
'0:0:13.88,381
'0:0:13.9,381
'0:0:13.92,381
'0:0:13.94,379
'0:0:13.96,379
'0:0:13.98,380
'0:0:14.0,379
'0:0:14.02,377
'0:0:14.04,376
'0:0:14.06,376
'0:0:14.08,378
'0:0:14.1,380
'0:0:14.12,376
'0:0:14.14,371
'0:0:14.16,369
'0:0:14.18,368
'0:0:14.2,366
'0:0:14.22,365
'0:0:14.24,363
'0:0:14.26,360
'0:0:14.28,356
'0:0:14.3,353
'0:0:14.32,351
'0:0:14.34,348
'0:0:14.36,344
'0:0:14.38,340
'0:0:14.4,344
'0:0:14.42,347
'0:0:14.44,365
'0:0:14.46,396
'0:0:14.48,433
'0:0:14.5,464
'0:0:14.52,479
'0:0:14.54,479
'0:0:14.56,467
'0:0:14.58,449
'0:0:14.6,425
'0:0:14.62,401
'0:0:14.64,381
'0:0:14.66,366
'0:0:14.68,359
'0:0:14.7,357
'0:0:14.72,357
'0:0:14.74,358
'0:0:14.76,361
'0:0:14.78,365
'0:0:14.8,369
'0:0:14.82,371
'0:0:14.84,369
'0:0:14.86,364
'0:0:14.88,359
'0:0:14.9,354
'0:0:14.92,349
'0:0:14.94,342
'0:0:14.96,341
'0:0:14.98,342
'0:0:15.0,345
'0:0:15.02,346
'0:0:15.04,347
'0:0:15.06,348
'0:0:15.08,350
'0:0:15.1,349
'0:0:15.12,351
'0:0:15.14,352
'0:0:15.16,358
'0:0:15.18,375
'0:0:15.2,400
'0:0:15.22,426
'0:0:15.24,446
'0:0:15.26,457
'0:0:15.28,454
'0:0:15.3,444
'0:0:15.32,428
'0:0:15.34,413
'0:0:15.36,400
'0:0:15.38,387
'0:0:15.4,372
'0:0:15.42,360
'0:0:15.44,354
'0:0:15.46,353
'0:0:15.48,358
'0:0:15.5,366
'0:0:15.52,374
'0:0:15.54,376
'0:0:15.56,377
'0:0:15.58,375
'0:0:15.6,372
'0:0:15.62,367
'0:0:15.64,361
'0:0:15.66,355
'0:0:15.68,349
'0:0:15.7,346
'0:0:15.72,343
'0:0:15.74,340
'0:0:15.76,337
'0:0:15.78,338
'0:0:15.8,341
'0:0:15.82,345
'0:0:15.84,360
'0:0:15.86,384
'0:0:15.88,414
'0:0:15.9,442
'0:0:15.92,460
'0:0:15.94,465
'0:0:15.96,461
'0:0:15.98,449
'0:0:16.0,431
'0:0:16.02,412
'0:0:16.04,393
'0:0:16.06,375
'0:0:16.08,360
'0:0:16.1,350
'0:0:16.12,347
'0:0:16.14,352
'0:0:16.16,362
'0:0:16.18,373
'0:0:16.2,382
'0:0:16.22,388
'0:0:16.24,389
'0:0:16.26,385
'0:0:16.28,379
'0:0:16.3,370
'0:0:16.32,359
'0:0:16.34,353
'0:0:16.36,349
'0:0:16.38,347
'0:0:16.4,348
'0:0:16.42,346
'0:0:16.44,341
'0:0:16.46,344
'0:0:16.48,363
'0:0:16.5,395
'0:0:16.52,433
'0:0:16.54,458
'0:0:16.56,471
'0:0:16.58,474
'0:0:16.6,461
'0:0:16.62,440
'0:0:16.64,418
'0:0:16.66,399
'0:0:16.68,386
'0:0:16.7,375
'0:0:16.72,366
'0:0:16.74,361
'0:0:16.76,357
'0:0:16.78,356
'0:0:16.8,358
'0:0:16.82,361
'0:0:16.84,362
'0:0:16.86,362
'0:0:16.88,361
'0:0:16.9,358
'0:0:16.92,353
'0:0:16.94,345
'0:0:16.96,342
'0:0:16.98,340
'0:0:17.0,339
'0:0:17.02,337
'0:0:17.04,334
'0:0:17.06,330
'0:0:17.08,328
'0:0:17.1,329
'0:0:17.12,334
'0:0:17.14,349
'0:0:17.16,377
'0:0:17.18,410
'0:0:17.2,440
'0:0:17.22,456
'0:0:17.24,461
'0:0:17.26,457
'0:0:17.28,478
'0:0:17.3,453
'0:0:17.32,407
'0:0:17.34,375
'0:0:17.36,359
'0:0:17.38,355
'0:0:17.4,354
'0:0:17.42,352
'0:0:17.44,349
'0:0:17.46,350
'0:0:17.48,351
'0:0:17.5,354
'0:0:17.52,356
'0:0:17.54,356
'0:0:17.56,354
'0:0:17.58,351
'0:0:17.6,348
'0:0:17.62,346
'0:0:17.64,342
'0:0:17.66,338
'0:0:17.68,340
'0:0:17.7,342
'0:0:17.72,341
'0:0:17.74,341
'0:0:17.76,342
'0:0:17.78,343
'0:0:17.8,345
'0:0:17.82,347
'0:0:17.84,347
'0:0:17.86,346
'0:0:17.88,346
'0:0:17.9,348
'0:0:17.92,358
'0:0:17.94,378
'0:0:17.96,410
'0:0:17.98,443
'0:0:18.0,467
'0:0:18.02,476
'0:0:18.04,472
'0:0:18.06,456
'0:0:18.08,437
'0:0:18.1,419
'0:0:18.12,402
'0:0:18.14,389
'0:0:18.16,378
'0:0:18.18,370
'0:0:18.2,364
'0:0:18.22,360
'0:0:18.24,358
'0:0:18.26,358
'0:0:18.28,358
'0:0:18.3,358
'0:0:18.32,356
'0:0:18.34,354
'0:0:18.36,351
'0:0:18.38,347
'0:0:18.4,344
'0:0:18.42,341
'0:0:18.44,338
'0:0:18.46,337
'0:0:18.48,335
'0:0:18.5,336
'0:0:18.52,336
'0:0:18.54,337
'0:0:18.56,337
'0:0:18.58,338
'0:0:18.6,338
'0:0:18.62,338
'0:0:18.64,337
'0:0:18.66,337
'0:0:18.68,337
'0:0:18.7,337
'0:0:18.72,332
'0:0:18.74,330
'0:0:18.76,329
'0:0:18.78,331
'0:0:18.8,338
'0:0:18.82,349
'0:0:18.84,370
'0:0:18.86,402
'0:0:18.88,434
'0:0:18.9,458
'0:0:18.92,469
'0:0:18.94,462
'0:0:18.96,452
'0:0:18.98,436
'0:0:19.0,417
'0:0:19.02,400
'0:0:19.04,387
'0:0:19.06,378
'0:0:19.08,371
'0:0:19.1,368
'0:0:19.12,368
'0:0:19.14,369
'0:0:19.16,371
'0:0:19.18,370
'0:0:19.2,368
'0:0:19.22,364
'0:0:19.24,360
'0:0:19.26,355
'0:0:19.28,350
'0:0:19.3,347
'0:0:19.32,344
'0:0:19.34,342
'0:0:19.36,342
'0:0:19.38,342
'0:0:19.4,343
'0:0:19.42,344
'0:0:19.44,345
'0:0:19.46,345
'0:0:19.48,345
'0:0:19.5,346
'0:0:19.52,347
'0:0:19.54,348
'0:0:19.56,348
'0:0:19.58,347
'0:0:19.6,353
'0:0:19.62,369
'0:0:19.64,394
'0:0:19.66,420
'0:0:19.68,440
'0:0:19.7,449
'0:0:19.72,445
'0:0:19.74,432
'0:0:19.76,415
'0:0:19.78,396
'0:0:19.8,380
'0:0:19.82,366
'0:0:19.84,356
'0:0:19.86,350
'0:0:19.88,347
'0:0:19.9,348
'0:0:19.92,349
'0:0:19.94,349
'0:0:19.96,351
'0:0:19.98,351
'0:0:20.0,350
'0:0:20.02,347
'0:0:20.04,345
'0:0:20.06,343
'0:0:20.08,341
'0:0:20.1,339
'0:0:20.12,336
'0:0:20.14,334
'0:0:20.16,337
'0:0:20.18,338
'0:0:20.2,338
'0:0:20.22,337
'0:0:20.24,338
'0:0:20.26,338
'0:0:20.28,337
'0:0:20.3,338
'0:0:20.32,338
'0:0:20.34,339
'0:0:20.36,337
'0:0:20.38,337
'0:0:20.4,336
'0:0:20.42,335
'0:0:20.44,337
'0:0:20.46,348
'0:0:20.48,371
'0:0:20.5,403
'0:0:20.52,433
'0:0:20.54,453
'0:0:20.56,459
'0:0:20.58,451
'0:0:20.6,434
'0:0:20.62,414
'0:0:20.64,394
'0:0:20.66,376
'0:0:20.68,362
'0:0:20.7,353
'0:0:20.72,348
'0:0:20.74,347
'0:0:20.76,349
'0:0:20.78,351
'0:0:20.8,354
'0:0:20.82,356
'0:0:20.84,357
'0:0:20.86,355
'0:0:20.88,351
'0:0:20.9,349
'0:0:20.92,347
'0:0:20.94,341
'0:0:20.96,341
'0:0:20.98,341
'0:0:21.0,340
'0:0:21.02,340
'0:0:21.04,339
'0:0:21.06,339
'0:0:21.08,339
'0:0:21.1,341
'0:0:21.12,343
'0:0:21.14,344
'0:0:21.16,344
'0:0:21.18,346
'0:0:21.2,347
'0:0:21.22,346
'0:0:21.24,345
'0:0:21.26,345
'0:0:21.28,345
'0:0:21.3,344
'0:0:21.32,343
'0:0:21.34,341
'0:0:21.36,355
'0:0:21.38,382
'0:0:21.4,413
'0:0:21.42,436
'0:0:21.44,446
'0:0:21.46,446
'0:0:21.48,437
'0:0:21.5,419
'0:0:21.52,397
'0:0:21.54,377
'0:0:21.56,362
'0:0:21.58,354
'0:0:21.6,348
'0:0:21.62,345
'0:0:21.64,346
'0:0:21.66,349
'0:0:21.68,353
'0:0:21.7,357
'0:0:21.72,360
'0:0:21.74,361
'0:0:21.76,360
'0:0:21.78,357
'0:0:21.8,355
'0:0:21.82,354
'0:0:21.84,353
'0:0:21.86,350
'0:0:21.88,346
'0:0:21.9,345
'0:0:21.92,345
'0:0:21.94,343
'0:0:21.96,343
'0:0:21.98,345
'0:0:22.0,347
'0:0:22.02,348
'0:0:22.04,350
'0:0:22.06,351
'0:0:22.08,351
'0:0:22.1,351
'0:0:22.12,350
'0:0:22.14,349
'0:0:22.16,348
'0:0:22.18,348
'0:0:22.2,349
'0:0:22.22,350
'0:0:22.24,351
'0:0:22.26,351
'0:0:22.28,352
'0:0:22.3,361
'0:0:22.32,382
'0:0:22.34,408
'0:0:22.36,435
'0:0:22.38,452
'0:0:22.4,454
'0:0:22.42,444
'0:0:22.44,424
'0:0:22.46,403
'0:0:22.48,384
'0:0:22.5,370
'0:0:22.52,358
'0:0:22.54,350
'0:0:22.56,347
'0:0:22.58,349
'0:0:22.6,352
'0:0:22.62,358
'0:0:22.64,362
'0:0:22.66,365
'0:0:22.68,366
'0:0:22.7,366
'0:0:22.72,365
'0:0:22.74,363
'0:0:22.76,360
'0:0:22.78,356
'0:0:22.8,355
'0:0:22.82,353
'0:0:22.84,351
'0:0:22.86,351
'0:0:22.88,350
'0:0:22.9,351
'0:0:22.92,353
'0:0:22.94,351
'0:0:22.96,352
'0:0:22.98,353
'0:0:23.0,353
'0:0:23.02,353
'0:0:23.04,351
'0:0:23.06,350
'0:0:23.08,352
'0:0:23.1,364
'0:0:23.12,387
'0:0:23.14,414
'0:0:23.16,440
'0:0:23.18,454
'0:0:23.2,454
'0:0:23.22,443
'0:0:23.24,423
'0:0:23.26,402
'0:0:23.28,382
'0:0:23.3,367
'0:0:23.32,358
'0:0:23.34,353
'0:0:23.36,350
'0:0:23.38,350
'0:0:23.4,355
'0:0:23.42,362
'0:0:23.44,367
'0:0:23.46,369
'0:0:23.48,369
'0:0:23.5,369
'0:0:23.52,369
'0:0:23.54,368
'0:0:23.56,365
'0:0:23.58,362
'0:0:23.6,359
'0:0:23.62,358
'0:0:23.64,355
'0:0:23.66,355
'0:0:23.68,356
'0:0:23.7,356
'0:0:23.72,357
'0:0:23.74,357
'0:0:23.76,357
'0:0:23.78,357
'0:0:23.8,358
'0:0:23.82,361
'0:0:23.84,363
'0:0:23.86,370
'0:0:23.88,387
'0:0:23.9,411
'0:0:23.92,435
'0:0:23.94,449
'0:0:23.96,453
'0:0:23.98,444
'0:0:24.0,438
'0:0:24.02,418
'0:0:24.04,392
'0:0:24.06,374
'0:0:24.08,364
'0:0:24.1,357
'0:0:24.12,354
'0:0:24.14,355
'0:0:24.16,358
'0:0:24.18,365
'0:0:24.2,371
'0:0:24.22,374
'0:0:24.24,374
'0:0:24.26,372
'0:0:24.28,371
'0:0:24.3,368
'0:0:24.32,366
'0:0:24.34,364
'0:0:24.36,361
'0:0:24.38,359
'0:0:24.4,356
'0:0:24.42,356
'0:0:24.44,356
'0:0:24.46,356
'0:0:24.48,356
'0:0:24.5,356
'0:0:24.52,357
'0:0:24.54,359
'0:0:24.56,359
'0:0:24.58,360
'0:0:24.6,366
'0:0:24.62,382
'0:0:24.64,410
'0:0:24.66,438
'0:0:24.68,460
'0:0:24.7,466
'0:0:24.72,459
'0:0:24.74,442
'0:0:24.76,422
'0:0:24.78,402
'0:0:24.8,387
'0:0:24.82,377
'0:0:24.84,371
'0:0:24.86,366
'0:0:24.88,364
'0:0:24.9,364
'0:0:24.92,367
'0:0:24.94,368
'0:0:24.96,372
'0:0:24.98,374
'0:0:25.0,375
