Experiment name:,NeuLog experiment
Duration:, 2 0
Rate:, 50 per second
Sensors:, Pulse (ID 1  Exp 1)
Range:, Wave
Units:, Arb
Time
'0:0:6.24,348
'0:0:6.26,360
'0:0:6.28,368
'0:0:6.3,370
'0:0:6.32,369
'0:0:6.34,367
'0:0:6.36,363
'0:0:6.38,356
'0:0:6.4,349
'0:0:6.42,346
'0:0:6.44,344
'0:0:6.46,342
'0:0:6.48,336
'0:0:6.5,330
'0:0:6.52,325
'0:0:6.54,320
'0:0:6.56,319
'0:0:6.58,322
'0:0:6.6,325
'0:0:6.62,326
'0:0:6.64,327
'0:0:6.66,331
'0:0:6.68,335
'0:0:6.7,338
'0:0:6.72,342
'0:0:6.74,360
'0:0:6.76,424
'0:0:6.78,507
'0:0:6.8,564
'0:0:6.82,583
'0:0:6.84,572
'0:0:6.86,541
'0:0:6.88,500
'0:0:6.9,457
'0:0:6.92,418
'0:0:6.94,389
'0:0:6.96,368
'0:0:6.98,351
'0:0:7.0,333
'0:0:7.02,320
'0:0:7.04,316
'0:0:7.06,325
'0:0:7.08,341
'0:0:7.1,357
'0:0:7.12,370
'0:0:7.14,378
'0:0:7.16,380
'0:0:7.18,378
'0:0:7.2,372
'0:0:7.22,362
'0:0:7.24,352
'0:0:7.26,346
'0:0:7.28,341
'0:0:7.3,337
'0:0:7.32,335
'0:0:7.34,334
'0:0:7.36,335
'0:0:7.38,336
'0:0:7.4,338
'0:0:7.42,340
'0:0:7.44,340
'0:0:7.46,340
'0:0:7.48,341
'0:0:7.5,346
'0:0:7.52,351
'0:0:7.54,359
'0:0:7.56,403
'0:0:7.58,477
'0:0:7.6,539
'0:0:7.62,567
'0:0:7.64,561
'0:0:7.66,535
'0:0:7.68,498
'0:0:7.7,456
'0:0:7.72,416
'0:0:7.74,386
'0:0:7.76,365
'0:0:7.78,349
'0:0:7.8,333
'0:0:7.82,321
'0:0:7.84,319
'0:0:7.86,327
'0:0:7.88,341
'0:0:7.9,358
'0:0:7.92,375
'0:0:7.94,387
'0:0:7.96,390
'0:0:7.98,384
'0:0:8.0,375
'0:0:8.02,366
'0:0:8.04,357
'0:0:8.06,348
'0:0:8.08,340
'0:0:8.1,333
'0:0:8.12,331
'0:0:8.14,333
'0:0:8.16,334
'0:0:8.18,334
'0:0:8.2,335
'0:0:8.22,338
'0:0:8.24,339
'0:0:8.26,341
'0:0:8.28,343
'0:0:8.3,347
'0:0:8.32,372
'0:0:8.34,437
'0:0:8.36,508
'0:0:8.38,553
'0:0:8.4,563
'0:0:8.42,545
'0:0:8.44,513
'0:0:8.46,476
'0:0:8.48,439
'0:0:8.5,405
'0:0:8.52,378
'0:0:8.54,356
'0:0:8.56,337
'0:0:8.58,322
'0:0:8.6,314
'0:0:8.62,318
'0:0:8.64,331
'0:0:8.66,348
'0:0:8.68,364
'0:0:8.7,375
'0:0:8.72,380
'0:0:8.74,380
'0:0:8.76,374
'0:0:8.78,366
'0:0:8.8,356
'0:0:8.82,349
'0:0:8.84,347
'0:0:8.86,346
'0:0:8.88,344
'0:0:8.9,341
'0:0:8.92,339
'0:0:8.94,337
'0:0:8.96,336
'0:0:8.98,337
'0:0:9.0,338
'0:0:9.02,340
'0:0:9.04,342
'0:0:9.06,363
'0:0:9.08,424
'0:0:9.1,491
'0:0:9.12,535
'0:0:9.14,549
'0:0:9.16,539
'0:0:9.18,513
'0:0:9.2,477
'0:0:9.22,440
'0:0:9.24,408
'0:0:9.26,385
'0:0:9.28,366
'0:0:9.3,346
'0:0:9.32,330
'0:0:9.34,323
'0:0:9.36,326
'0:0:9.38,336
'0:0:9.4,349
'0:0:9.42,361
'0:0:9.44,371
'0:0:9.46,374
'0:0:9.48,373
'0:0:9.5,368
'0:0:9.52,360
'0:0:9.54,352
'0:0:9.56,344
'0:0:9.58,340
'0:0:9.6,338
'0:0:9.62,338
'0:0:9.64,339
'0:0:9.66,340
'0:0:9.68,339
'0:0:9.7,339
'0:0:9.72,340
'0:0:9.74,342
'0:0:9.76,343
'0:0:9.78,358
'0:0:9.8,411
'0:0:9.82,479
'0:0:9.84,528
'0:0:9.86,544
'0:0:9.88,535
'0:0:9.9,509
'0:0:9.92,477
'0:0:9.94,443
'0:0:9.96,412
'0:0:9.98,386
'0:0:10.0,370
'0:0:10.02,357
'0:0:10.04,344
'0:0:10.06,333
'0:0:10.08,331
'0:0:10.1,338
'0:0:10.12,356
'0:0:10.14,372
'0:0:10.16,381
'0:0:10.18,385
'0:0:10.2,382
'0:0:10.22,375
'0:0:10.24,366
'0:0:10.26,355
'0:0:10.28,347
'0:0:10.3,342
'0:0:10.32,341
'0:0:10.34,340
'0:0:10.36,339
'0:0:10.38,339
'0:0:10.4,338
'0:0:10.42,340
'0:0:10.44,342
'0:0:10.46,342
'0:0:10.48,347
'0:0:10.5,378
'0:0:10.52,438
'0:0:10.54,498
'0:0:10.56,532
'0:0:10.58,535
'0:0:10.6,515
'0:0:10.62,486
'0:0:10.64,455
'0:0:10.66,425
'0:0:10.68,399
'0:0:10.7,377
'0:0:10.72,362
'0:0:10.74,350
'0:0:10.76,336
'0:0:10.78,326
'0:0:10.8,325
'0:0:10.82,335
'0:0:10.84,352
'0:0:10.86,365
'0:0:10.88,371
'0:0:10.9,370
'0:0:10.92,366
'0:0:10.94,362
'0:0:10.96,356
'0:0:10.98,351
'0:0:11.0,346
'0:0:11.02,342
'0:0:11.04,341
'0:0:11.06,340
'0:0:11.08,339
'0:0:11.1,337
'0:0:11.12,337
'0:0:11.14,340
'0:0:11.16,342
'0:0:11.18,344
'0:0:11.2,345
'0:0:11.22,347
'0:0:11.24,352
'0:0:11.26,384
'0:0:11.28,444
'0:0:11.3,499
'0:0:11.32,529
'0:0:11.34,533
'0:0:11.36,515
'0:0:11.38,485
'0:0:11.4,450
'0:0:11.42,417
'0:0:11.44,394
'0:0:11.46,376
'0:0:11.48,361
'0:0:11.5,346
'0:0:11.52,335
'0:0:11.54,330
'0:0:11.56,330
'0:0:11.58,338
'0:0:11.6,350
'0:0:11.62,363
'0:0:11.64,372
'0:0:11.66,375
'0:0:11.68,370
'0:0:11.7,362
'0:0:11.72,355
'0:0:11.74,351
'0:0:11.76,346
'0:0:11.78,341
'0:0:11.8,337
'0:0:11.82,336
'0:0:11.84,335
'0:0:11.86,333
'0:0:11.88,333
'0:0:11.9,333
'0:0:11.92,334
'0:0:11.94,334
'0:0:11.96,333
'0:0:11.98,333
'0:0:12.0,334
'0:0:12.02,336
'0:0:12.04,337
'0:0:12.06,337
'0:0:12.08,338
'0:0:12.1,340
'0:0:12.12,347
'0:0:12.14,388
'0:0:12.16,458
'0:0:12.18,522
'0:0:12.2,556
'0:0:12.22,557
'0:0:12.24,534
'0:0:12.26,500
'0:0:12.28,464
'0:0:12.3,431
'0:0:12.32,403
'0:0:12.34,382
'0:0:12.36,365
'0:0:12.38,355
'0:0:12.4,346
'0:0:12.42,340
'0:0:12.44,339
'0:0:12.46,345
'0:0:12.48,359
'0:0:12.5,371
'0:0:12.52,377
'0:0:12.54,376
'0:0:12.56,373
'0:0:12.58,368
'0:0:12.6,360
'0:0:12.62,352
'0:0:12.64,344
'0:0:12.66,338
'0:0:12.68,338
'0:0:12.7,338
'0:0:12.72,338
'0:0:12.74,336
'0:0:12.76,335
'0:0:12.78,337
'0:0:12.8,339
'0:0:12.82,340
'0:0:12.84,343
'0:0:12.86,344
'0:0:12.88,343
'0:0:12.9,341
'0:0:12.92,343
'0:0:12.94,348
'0:0:12.96,352
'0:0:12.98,365
'0:0:13.0,409
'0:0:13.02,477
'0:0:13.04,532
'0:0:13.06,559
'0:0:13.08,558
'0:0:13.1,533
'0:0:13.12,497
'0:0:13.14,461
'0:0:13.16,429
'0:0:13.18,403
'0:0:13.2,382
'0:0:13.22,365
'0:0:13.24,350
'0:0:13.26,340
'0:0:13.28,335
'0:0:13.3,337
'0:0:13.32,344
'0:0:13.34,355
'0:0:13.36,365
'0:0:13.38,373
'0:0:13.4,374
'0:0:13.42,370
'0:0:13.44,363
'0:0:13.46,356
'0:0:13.48,350
'0:0:13.5,345
'0:0:13.52,339
'0:0:13.54,335
'0:0:13.56,332
'0:0:13.58,332
'0:0:13.6,334
'0:0:13.62,334
'0:0:13.64,335
'0:0:13.66,336
'0:0:13.68,338
'0:0:13.7,338
'0:0:13.72,339
'0:0:13.74,339
'0:0:13.76,339
'0:0:13.78,342
'0:0:13.8,345
'0:0:13.82,348
'0:0:13.84,364
'0:0:13.86,419
'0:0:13.88,489
'0:0:13.9,541
'0:0:13.92,560
'0:0:13.94,549
'0:0:13.96,524
'0:0:13.98,490
'0:0:14.0,453
'0:0:14.02,419
'0:0:14.04,393
'0:0:14.06,375
'0:0:14.08,360
'0:0:14.1,345
'0:0:14.12,333
'0:0:14.14,331
'0:0:14.16,336
'0:0:14.18,347
'0:0:14.2,358
'0:0:14.22,367
'0:0:14.24,372
'0:0:14.26,372
'0:0:14.28,368
'0:0:14.3,361
'0:0:14.32,352
'0:0:14.34,344
'0:0:14.36,339
'0:0:14.38,336
'0:0:14.4,333
'0:0:14.42,333
'0:0:14.44,333
'0:0:14.46,335
'0:0:14.48,338
'0:0:14.5,339
'0:0:14.52,340
'0:0:14.54,341
'0:0:14.56,342
'0:0:14.58,343
'0:0:14.6,343
'0:0:14.62,342
'0:0:14.64,343
'0:0:14.66,346
'0:0:14.68,348
'0:0:14.7,352
'0:0:14.72,381
'0:0:14.74,445
'0:0:14.76,508
'0:0:14.78,544
'0:0:14.8,548
'0:0:14.82,529
'0:0:14.84,499
'0:0:14.86,465
'0:0:14.88,430
'0:0:14.9,399
'0:0:14.92,376
'0:0:14.94,363
'0:0:14.96,353
'0:0:14.98,343
'0:0:15.0,336
'0:0:15.02,334
'0:0:15.04,341
'0:0:15.06,353
'0:0:15.08,365
'0:0:15.1,371
'0:0:15.12,372
'0:0:15.14,372
'0:0:15.16,368
'0:0:15.18,362
'0:0:15.2,354
'0:0:15.22,346
'0:0:15.24,343
'0:0:15.26,342
'0:0:15.28,341
'0:0:15.3,339
'0:0:15.32,338
'0:0:15.34,339
'0:0:15.36,341
'0:0:15.38,341
'0:0:15.4,339
'0:0:15.42,338
'0:0:15.44,339
'0:0:15.46,343
'0:0:15.48,346
'0:0:15.5,347
'0:0:15.52,347
'0:0:15.54,345
'0:0:15.56,347
'0:0:15.58,377
'0:0:15.6,439
'0:0:15.62,500
'0:0:15.64,537
'0:0:15.66,542
'0:0:15.68,523
'0:0:15.7,492
'0:0:15.72,456
'0:0:15.74,420
'0:0:15.76,390
'0:0:15.78,368
'0:0:15.8,354
'0:0:15.82,345
'0:0:15.84,336
'0:0:15.86,330
'0:0:15.88,330
'0:0:15.9,338
'0:0:15.92,350
'0:0:15.94,361
'0:0:15.96,370
'0:0:15.98,374
'0:0:16.0,372
'0:0:16.02,366
'0:0:16.04,360
'0:0:16.06,356
'0:0:16.08,350
'0:0:16.1,343
'0:0:16.12,336
'0:0:16.14,335
'0:0:16.16,337
'0:0:16.18,338
'0:0:16.2,337
'0:0:16.22,338
'0:0:16.24,341
'0:0:16.26,344
'0:0:16.28,344
'0:0:16.3,341
'0:0:16.32,340
'0:0:16.34,342
'0:0:16.36,346
'0:0:16.38,349
'0:0:16.4,350
'0:0:16.42,350
'0:0:16.44,364
'0:0:16.46,416
'0:0:16.48,484
'0:0:16.5,533
'0:0:16.52,549
'0:0:16.54,538
'0:0:16.56,512
'0:0:16.58,478
'0:0:16.6,442
'0:0:16.62,406
'0:0:16.64,378
'0:0:16.66,360
'0:0:16.68,349
'0:0:16.7,339
'0:0:16.72,329
'0:0:16.74,327
'0:0:16.76,333
'0:0:16.78,345
'0:0:16.8,358
'0:0:16.82,367
'0:0:16.84,372
'0:0:16.86,373
'0:0:16.88,370
'0:0:16.9,364
'0:0:16.92,356
'0:0:16.94,350
'0:0:16.96,346
'0:0:16.98,343
'0:0:17.0,340
'0:0:17.02,337
'0:0:17.04,336
'0:0:17.06,337
'0:0:17.08,338
'0:0:17.1,338
'0:0:17.12,338
'0:0:17.14,339
'0:0:17.16,343
'0:0:17.18,346
'0:0:17.2,348
'0:0:17.22,349
'0:0:17.24,347
'0:0:17.26,348
'0:0:17.28,351
'0:0:17.3,367
'0:0:17.32,413
'0:0:17.34,476
'0:0:17.36,526
'0:0:17.38,548
'0:0:17.4,543
'0:0:17.42,517
'0:0:17.44,482
'0:0:17.46,447
'0:0:17.48,416
'0:0:17.5,390
'0:0:17.52,370
'0:0:17.54,356
'0:0:17.56,346
'0:0:17.58,339
'0:0:17.6,336
'0:0:17.62,339
'0:0:17.64,352
'0:0:17.66,367
'0:0:17.68,379
'0:0:17.7,383
'0:0:17.72,380
'0:0:17.74,374
'0:0:17.76,369
'0:0:17.78,364
'0:0:17.8,360
'0:0:17.82,352
'0:0:17.84,346
'0:0:17.86,345
'0:0:17.88,345
'0:0:17.9,345
'0:0:17.92,343
'0:0:17.94,342
'0:0:17.96,346
'0:0:17.98,349
'0:0:18.0,350
'0:0:18.02,350
'0:0:18.04,346
'0:0:18.06,342
'0:0:18.08,340
'0:0:18.1,339
'0:0:18.12,342
'0:0:18.14,346
'0:0:18.16,363
'0:0:18.18,415
'0:0:18.2,481
'0:0:18.22,527
'0:0:18.24,541
'0:0:18.26,529
'0:0:18.28,501
'0:0:18.3,467
'0:0:18.32,433
'0:0:18.34,402
'0:0:18.36,376
'0:0:18.38,358
'0:0:18.4,347
'0:0:18.42,337
'0:0:18.44,330
'0:0:18.46,331
'0:0:18.48,340
'0:0:18.5,354
'0:0:18.52,367
'0:0:18.54,375
'0:0:18.56,380
'0:0:18.58,380
'0:0:18.6,375
'0:0:18.62,365
'0:0:18.64,354
'0:0:18.66,346
'0:0:18.68,341
'0:0:18.7,337
'0:0:18.72,334
'0:0:18.74,334
'0:0:18.76,336
'0:0:18.78,337
'0:0:18.8,337
'0:0:18.82,338
'0:0:18.84,340
'0:0:18.86,344
'0:0:18.88,347
'0:0:18.9,350
'0:0:18.92,359
'0:0:18.94,398
'0:0:18.96,456
'0:0:18.98,502
'0:0:19.0,524
'0:0:19.02,519
'0:0:19.04,496
'0:0:19.06,464
'0:0:19.08,432
'0:0:19.1,404
'0:0:19.12,383
'0:0:19.14,368
'0:0:19.16,353
'0:0:19.18,337
'0:0:19.2,328
'0:0:19.22,329
'0:0:19.24,337
'0:0:19.26,351
'0:0:19.28,364
'0:0:19.3,375
'0:0:19.32,378
'0:0:19.34,375
'0:0:19.36,370
'0:0:19.38,364
'0:0:19.4,358
'0:0:19.42,351
'0:0:19.44,345
'0:0:19.46,341
'0:0:19.48,338
'0:0:19.5,338
'0:0:19.52,340
'0:0:19.54,342
'0:0:19.56,340
'0:0:19.58,335
'0:0:19.6,333
'0:0:19.62,333
'0:0:19.64,338
'0:0:19.66,344
'0:0:19.68,367
'0:0:19.7,418
'0:0:19.72,471
'0:0:19.74,506
'0:0:19.76,517
'0:0:19.78,506
'0:0:19.8,480
'0:0:19.82,448
'0:0:19.84,417
'0:0:19.86,391
'0:0:19.88,372
'0:0:19.9,358
'0:0:19.92,345
'0:0:19.94,335
'0:0:19.96,332
'0:0:19.98,334
'0:0:20.0,343
'0:0:20.02,357
'0:0:20.04,371
'0:0:20.06,379
'0:0:20.08,379
'0:0:20.1,371
'0:0:20.12,363
'0:0:20.14,355
'0:0:20.16,348
'0:0:20.18,341
'0:0:20.2,338
'0:0:20.22,337
'0:0:20.24,337
'0:0:20.26,337
'0:0:20.28,337
'0:0:20.3,339
'0:0:20.32,340
'0:0:20.34,340
'0:0:20.36,341
'0:0:20.38,343
'0:0:20.4,347
'0:0:20.42,351
'0:0:20.44,368
'0:0:20.46,415
'0:0:20.48,472
'0:0:20.5,514
'0:0:20.52,528
'0:0:20.54,519
'0:0:20.56,495
'0:0:20.58,465
'0:0:20.6,434
'0:0:20.62,407
'0:0:20.64,386
'0:0:20.66,370
'0:0:20.68,355
'0:0:20.7,343
'0:0:20.72,335
'0:0:20.74,333
'0:0:20.76,339
'0:0:20.78,349
'0:0:20.8,361
'0:0:20.82,370
'0:0:20.84,373
'0:0:20.86,370
'0:0:20.88,363
'0:0:20.9,355
'0:0:20.92,348
'0:0:20.94,343
'0:0:20.96,340
'0:0:20.98,339
'0:0:21.0,337
'0:0:21.02,336
'0:0:21.04,337
'0:0:21.06,339
'0:0:21.08,341
'0:0:21.1,342
'0:0:21.12,342
'0:0:21.14,342
'0:0:21.16,346
'0:0:21.18,349
'0:0:21.2,353
'0:0:21.22,366
'0:0:21.24,407
'0:0:21.26,462
'0:0:21.28,505
'0:0:21.3,524
'0:0:21.32,519
'0:0:21.34,498
'0:0:21.36,470
'0:0:21.38,441
'0:0:21.4,415
'0:0:21.42,396
'0:0:21.44,382
'0:0:21.46,370
'0:0:21.48,358
'0:0:21.5,348
'0:0:21.52,343
'0:0:21.54,346
'0:0:21.56,355
'0:0:21.58,367
'0:0:21.6,375
'0:0:21.62,376
'0:0:21.64,372
'0:0:21.66,366
'0:0:21.68,359
'0:0:21.7,353
'0:0:21.72,348
'0:0:21.74,343
'0:0:21.76,340
'0:0:21.78,338
'0:0:21.8,337
'0:0:21.82,336
'0:0:21.84,337
'0:0:21.86,338
'0:0:21.88,338
'0:0:21.9,338
'0:0:21.92,338
'0:0:21.94,340
'0:0:21.96,343
'0:0:21.98,345
'0:0:22.0,345
'0:0:22.02,345
'0:0:22.04,346
'0:0:22.06,352
'0:0:22.08,380
'0:0:22.1,432
'0:0:22.12,486
'0:0:22.14,520
'0:0:22.16,528
'0:0:22.18,516
'0:0:22.2,491
'0:0:22.22,461
'0:0:22.24,429
'0:0:22.26,404
'0:0:22.28,388
'0:0:22.3,377
'0:0:22.32,366
'0:0:22.34,354
'0:0:22.36,344
'0:0:22.38,343
'0:0:22.4,348
'0:0:22.42,357
'0:0:22.44,366
'0:0:22.46,372
'0:0:22.48,374
'0:0:22.5,370
'0:0:22.52,362
'0:0:22.54,354
'0:0:22.56,348
'0:0:22.58,343
'0:0:22.6,339
'0:0:22.62,335
'0:0:22.64,331
'0:0:22.66,331
'0:0:22.68,332
'0:0:22.7,332
'0:0:22.72,333
'0:0:22.74,333
'0:0:22.76,336
'0:0:22.78,339
'0:0:22.8,344
'0:0:22.82,347
'0:0:22.84,349
'0:0:22.86,353
'0:0:22.88,358
'0:0:22.9,358
'0:0:22.92,357
'0:0:22.94,353
'0:0:22.96,350
'0:0:22.98,349
'0:0:23.0,348
'0:0:23.02,347
'0:0:23.04,348
'0:0:23.06,353
'0:0:23.08,385
'0:0:23.1,445
'0:0:23.12,506
'0:0:23.14,544
'0:0:23.16,553
'0:0:23.18,539
'0:0:23.2,510
'0:0:23.22,476
'0:0:23.24,441
'0:0:23.26,412
'0:0:23.28,392
'0:0:23.3,377
'0:0:23.32,365
'0:0:23.34,354
'0:0:23.36,348
'0:0:23.38,347
'0:0:23.4,353
'0:0:23.42,364
'0:0:23.44,373
'0:0:23.46,379
'0:0:23.48,380
'0:0:23.5,376
'0:0:23.52,370
'0:0:23.54,361
'0:0:23.56,353
'0:0:23.58,344
'0:0:23.6,336
'0:0:23.62,333
'0:0:23.64,330
'0:0:23.66,331
'0:0:23.68,333
'0:0:23.7,334
'0:0:23.72,335
'0:0:23.74,336
'0:0:23.76,337
'0:0:23.78,339
'0:0:23.8,341
'0:0:23.82,342
'0:0:23.84,341
'0:0:23.86,340
'0:0:23.88,341
'0:0:23.9,342
'0:0:23.92,344
'0:0:23.94,344
'0:0:23.96,343
'0:0:23.98,341
'0:0:24.0,340
'0:0:24.02,340
'0:0:24.04,340
'0:0:24.06,334
'0:0:24.08,342
'0:0:24.1,392
'0:0:24.12,465
'0:0:24.14,524
'0:0:24.16,551
'0:0:24.18,548
'0:0:24.2,528
'0:0:24.22,496
'0:0:24.24,459
'0:0:24.26,422
'0:0:24.28,393
'0:0:24.3,374
'0:0:24.32,362
'0:0:24.34,353
'0:0:24.36,344
'0:0:24.38,338
'0:0:24.4,339
'0:0:24.42,352
'0:0:24.44,368
'0:0:24.46,380
'0:0:24.48,384
'0:0:24.5,381
'0:0:24.52,377
'0:0:24.54,370
'0:0:24.56,362
'0:0:24.58,352
'0:0:24.6,343
'0:0:24.62,336
'0:0:24.64,330
'0:0:24.66,327
'0:0:24.68,324
'0:0:24.7,322
'0:0:24.72,323
'0:0:24.74,325
'0:0:24.76,327
'0:0:24.78,328
'0:0:24.8,330
'0:0:24.82,333
'0:0:24.84,335
'0:0:24.86,336
'0:0:24.88,337
'0:0:24.9,340
'0:0:24.92,344
'0:0:24.94,346
'0:0:24.96,345
'0:0:24.98,344
'0:0:25.0,344
