Experiment name:,NeuLog experiment
Duration:, 2 0
Rate:, 50 per second
Sensors:, Pulse (ID 1  Exp 1)
Range:, Wave
Units:, Arb
Time
'0:0:6.24,414
'0:0:6.26,420
'0:0:6.28,421
'0:0:6.3,418
'0:0:6.32,411
'0:0:6.34,401
'0:0:6.36,392
'0:0:6.38,382
'0:0:6.4,371
'0:0:6.42,361
'0:0:6.44,354
'0:0:6.46,351
'0:0:6.48,352
'0:0:6.5,358
'0:0:6.52,363
'0:0:6.54,367
'0:0:6.56,369
'0:0:6.58,370
'0:0:6.6,368
'0:0:6.62,364
'0:0:6.64,361
'0:0:6.66,358
'0:0:6.68,361
'0:0:6.7,360
'0:0:6.72,360
'0:0:6.74,358
'0:0:6.76,360
'0:0:6.78,363
'0:0:6.8,365
'0:0:6.82,367
'0:0:6.84,368
'0:0:6.86,366
'0:0:6.88,364
'0:0:6.9,368
'0:0:6.92,380
'0:0:6.94,402
'0:0:6.96,416
'0:0:6.98,421
'0:0:7.0,421
'0:0:7.02,418
'0:0:7.04,413
'0:0:7.06,408
'0:0:7.08,403
'0:0:7.1,398
'0:0:7.12,391
'0:0:7.14,380
'0:0:7.16,371
'0:0:7.18,368
'0:0:7.2,373
'0:0:7.22,381
'0:0:7.24,385
'0:0:7.26,382
'0:0:7.28,379
'0:0:7.3,381
'0:0:7.32,382
'0:0:7.34,383
'0:0:7.36,379
'0:0:7.38,374
'0:0:7.4,371
'0:0:7.42,372
'0:0:7.44,377
'0:0:7.46,383
'0:0:7.48,388
'0:0:7.5,392
'0:0:7.52,394
'0:0:7.54,389
'0:0:7.56,378
'0:0:7.58,368
'0:0:7.6,361
'0:0:7.62,356
'0:0:7.64,353
'0:0:7.66,360
'0:0:7.68,380
'0:0:7.7,403
'0:0:7.72,419
'0:0:7.74,425
'0:0:7.76,424
'0:0:7.78,418
'0:0:7.8,410
'0:0:7.82,401
'0:0:7.84,389
'0:0:7.86,379
'0:0:7.88,367
'0:0:7.9,358
'0:0:7.92,350
'0:0:7.94,351
'0:0:7.96,356
'0:0:7.98,359
'0:0:8.0,362
'0:0:8.02,363
'0:0:8.04,368
'0:0:8.06,374
'0:0:8.08,380
'0:0:8.1,379
'0:0:8.12,376
'0:0:8.14,372
'0:0:8.16,364
'0:0:8.18,359
'0:0:8.2,358
'0:0:8.22,362
'0:0:8.24,366
'0:0:8.26,367
'0:0:8.28,367
'0:0:8.3,365
'0:0:8.32,363
'0:0:8.34,367
'0:0:8.36,376
'0:0:8.38,392
'0:0:8.4,407
'0:0:8.42,419
'0:0:8.44,427
'0:0:8.46,430
'0:0:8.48,431
'0:0:8.5,427
'0:0:8.52,409
'0:0:8.54,396
'0:0:8.56,385
'0:0:8.58,372
'0:0:8.6,359
'0:0:8.62,354
'0:0:8.64,357
'0:0:8.66,361
'0:0:8.68,363
'0:0:8.7,365
'0:0:8.72,367
'0:0:8.74,369
'0:0:8.76,375
'0:0:8.78,381
'0:0:8.8,384
'0:0:8.82,383
'0:0:8.84,379
'0:0:8.86,375
'0:0:8.88,374
'0:0:8.9,375
'0:0:8.92,372
'0:0:8.94,374
'0:0:8.96,376
'0:0:8.98,374
'0:0:9.0,371
'0:0:9.02,370
'0:0:9.04,378
'0:0:9.06,392
'0:0:9.08,401
'0:0:9.1,405
'0:0:9.12,404
'0:0:9.14,404
'0:0:9.16,400
'0:0:9.18,397
'0:0:9.2,393
'0:0:9.22,388
'0:0:9.24,382
'0:0:9.26,375
'0:0:9.28,372
'0:0:9.3,371
'0:0:9.32,372
'0:0:9.34,374
'0:0:9.36,374
'0:0:9.38,372
'0:0:9.4,371
'0:0:9.42,372
'0:0:9.44,372
'0:0:9.46,370
'0:0:9.48,366
'0:0:9.5,363
'0:0:9.52,362
'0:0:9.54,362
'0:0:9.56,362
'0:0:9.58,357
'0:0:9.6,354
'0:0:9.62,354
'0:0:9.64,357
'0:0:9.66,360
'0:0:9.68,361
'0:0:9.7,360
'0:0:9.72,361
'0:0:9.74,362
'0:0:9.76,363
'0:0:9.78,371
'0:0:9.8,388
'0:0:9.82,405
'0:0:9.84,415
'0:0:9.86,421
'0:0:9.88,423
'0:0:9.9,420
'0:0:9.92,409
'0:0:9.94,403
'0:0:9.96,393
'0:0:9.98,382
'0:0:10.0,373
'0:0:10.02,368
'0:0:10.04,367
'0:0:10.06,368
'0:0:10.08,371
'0:0:10.1,369
'0:0:10.12,365
'0:0:10.14,364
'0:0:10.16,368
'0:0:10.18,375
'0:0:10.2,379
'0:0:10.22,383
'0:0:10.24,387
'0:0:10.26,378
'0:0:10.28,371
'0:0:10.3,366
'0:0:10.32,360
'0:0:10.34,353
'0:0:10.36,346
'0:0:10.38,341
'0:0:10.4,340
'0:0:10.42,342
'0:0:10.44,345
'0:0:10.46,347
'0:0:10.48,352
'0:0:10.5,358
'0:0:10.52,364
'0:0:10.54,373
'0:0:10.56,392
'0:0:10.58,408
'0:0:10.6,420
'0:0:10.62,425
'0:0:10.64,425
'0:0:10.66,421
'0:0:10.68,416
'0:0:10.7,410
'0:0:10.72,403
'0:0:10.74,395
'0:0:10.76,383
'0:0:10.78,374
'0:0:10.8,372
'0:0:10.82,371
'0:0:10.84,370
'0:0:10.86,368
'0:0:10.88,366
'0:0:10.9,365
'0:0:10.92,357
'0:0:10.94,358
'0:0:10.96,361
'0:0:10.98,361
'0:0:11.0,359
'0:0:11.02,357
'0:0:11.04,355
'0:0:11.06,354
'0:0:11.08,354
'0:0:11.1,356
'0:0:11.12,357
'0:0:11.14,359
'0:0:11.16,358
'0:0:11.18,359
'0:0:11.2,364
'0:0:11.22,374
'0:0:11.24,378
'0:0:11.26,374
'0:0:11.28,374
'0:0:11.3,386
'0:0:11.32,401
'0:0:11.34,414
'0:0:11.36,422
'0:0:11.38,423
'0:0:11.4,416
'0:0:11.42,406
'0:0:11.44,395
'0:0:11.46,382
'0:0:11.48,370
'0:0:11.5,364
'0:0:11.52,363
'0:0:11.54,368
'0:0:11.56,373
'0:0:11.58,375
'0:0:11.6,376
'0:0:11.62,377
'0:0:11.64,382
'0:0:11.66,385
'0:0:11.68,383
'0:0:11.7,376
'0:0:11.72,367
'0:0:11.74,361
'0:0:11.76,357
'0:0:11.78,356
'0:0:11.8,354
'0:0:11.82,349
'0:0:11.84,350
'0:0:11.86,355
'0:0:11.88,358
'0:0:11.9,360
'0:0:11.92,355
'0:0:11.94,357
'0:0:11.96,356
'0:0:11.98,354
'0:0:12.0,357
'0:0:12.02,370
'0:0:12.04,390
'0:0:12.06,403
'0:0:12.08,410
'0:0:12.1,415
'0:0:12.12,418
'0:0:12.14,419
'0:0:12.16,415
'0:0:12.18,404
'0:0:12.2,390
'0:0:12.22,380
'0:0:12.24,373
'0:0:12.26,369
'0:0:12.28,368
'0:0:12.3,367
'0:0:12.32,366
'0:0:12.34,365
'0:0:12.36,367
'0:0:12.38,369
'0:0:12.4,368
'0:0:12.42,368
'0:0:12.44,370
'0:0:12.46,372
'0:0:12.48,373
'0:0:12.5,370
'0:0:12.52,364
'0:0:12.54,357
'0:0:12.56,354
'0:0:12.58,353
'0:0:12.6,353
'0:0:12.62,354
'0:0:12.64,357
'0:0:12.66,358
'0:0:12.68,359
'0:0:12.7,359
'0:0:12.72,359
'0:0:12.74,361
'0:0:12.76,364
'0:0:12.78,376
'0:0:12.8,401
'0:0:12.82,423
'0:0:12.84,433
'0:0:12.86,434
'0:0:12.88,429
'0:0:12.9,423
'0:0:12.92,414
'0:0:12.94,409
'0:0:12.96,404
'0:0:12.98,397
'0:0:13.0,388
'0:0:13.02,381
'0:0:13.04,376
'0:0:13.06,371
'0:0:13.08,366
'0:0:13.1,361
'0:0:13.12,361
'0:0:13.14,363
'0:0:13.16,365
'0:0:13.18,365
'0:0:13.2,365
'0:0:13.22,364
'0:0:13.24,365
'0:0:13.26,365
'0:0:13.28,363
'0:0:13.3,360
'0:0:13.32,357
'0:0:13.34,356
'0:0:13.36,356
'0:0:13.38,356
'0:0:13.4,357
'0:0:13.42,361
'0:0:13.44,365
'0:0:13.46,368
'0:0:13.48,370
'0:0:13.5,370
'0:0:13.52,368
'0:0:13.54,366
'0:0:13.56,372
'0:0:13.58,386
'0:0:13.6,402
'0:0:13.62,416
'0:0:13.64,422
'0:0:13.66,424
'0:0:13.68,421
'0:0:13.7,416
'0:0:13.72,410
'0:0:13.74,403
'0:0:13.76,395
'0:0:13.78,386
'0:0:13.8,379
'0:0:13.82,374
'0:0:13.84,372
'0:0:13.86,370
'0:0:13.88,367
'0:0:13.9,366
'0:0:13.92,366
'0:0:13.94,370
'0:0:13.96,373
'0:0:13.98,372
'0:0:14.0,370
'0:0:14.02,369
'0:0:14.04,368
'0:0:14.06,369
'0:0:14.08,370
'0:0:14.1,370
'0:0:14.12,369
'0:0:14.14,368
'0:0:14.16,370
'0:0:14.18,372
'0:0:14.2,378
'0:0:14.22,383
'0:0:14.24,384
'0:0:14.26,379
'0:0:14.28,374
'0:0:14.3,370
'0:0:14.32,369
'0:0:14.34,370
'0:0:14.36,385
'0:0:14.38,399
'0:0:14.4,409
'0:0:14.42,413
'0:0:14.44,415
'0:0:14.46,415
'0:0:14.48,410
'0:0:14.5,400
'0:0:14.52,388
'0:0:14.54,374
'0:0:14.56,363
'0:0:14.58,356
'0:0:14.6,355
'0:0:14.62,356
'0:0:14.64,363
'0:0:14.66,371
'0:0:14.68,378
'0:0:14.7,379
'0:0:14.72,381
'0:0:14.74,384
'0:0:14.76,386
'0:0:14.78,381
'0:0:14.8,374
'0:0:14.82,371
'0:0:14.84,367
'0:0:14.86,363
'0:0:14.88,359
'0:0:14.9,356
'0:0:14.92,350
'0:0:14.94,352
'0:0:14.96,357
'0:0:14.98,363
'0:0:15.0,367
'0:0:15.02,369
'0:0:15.04,372
'0:0:15.06,378
'0:0:15.08,387
'0:0:15.1,402
'0:0:15.12,416
'0:0:15.14,422
'0:0:15.16,418
'0:0:15.18,411
'0:0:15.2,406
'0:0:15.22,402
'0:0:15.24,394
'0:0:15.26,386
'0:0:15.28,377
'0:0:15.3,369
'0:0:15.32,362
'0:0:15.34,361
'0:0:15.36,364
'0:0:15.38,366
'0:0:15.4,367
'0:0:15.42,368
'0:0:15.44,370
'0:0:15.46,371
'0:0:15.48,372
'0:0:15.5,370
'0:0:15.52,364
'0:0:15.54,362
'0:0:15.56,365
'0:0:15.58,367
'0:0:15.6,367
'0:0:15.62,362
'0:0:15.64,359
'0:0:15.66,359
'0:0:15.68,364
'0:0:15.7,369
'0:0:15.72,374
'0:0:15.74,377
'0:0:15.76,378
'0:0:15.78,377
'0:0:15.8,373
'0:0:15.82,372
'0:0:15.84,375
'0:0:15.86,386
'0:0:15.88,399
'0:0:15.9,409
'0:0:15.92,411
'0:0:15.94,415
'0:0:15.96,416
'0:0:15.98,412
'0:0:16.0,403
'0:0:16.02,392
'0:0:16.04,382
'0:0:16.06,375
'0:0:16.08,369
'0:0:16.1,363
'0:0:16.12,361
'0:0:16.14,362
'0:0:16.16,367
'0:0:16.18,371
'0:0:16.2,375
'0:0:16.22,376
'0:0:16.24,376
'0:0:16.26,377
'0:0:16.28,377
'0:0:16.3,375
'0:0:16.32,373
'0:0:16.34,371
'0:0:16.36,371
'0:0:16.38,369
'0:0:16.4,365
'0:0:16.42,360
'0:0:16.44,356
'0:0:16.46,355
'0:0:16.48,354
'0:0:16.5,353
'0:0:16.52,354
'0:0:16.54,356
'0:0:16.56,358
'0:0:16.58,358
'0:0:16.6,359
'0:0:16.62,360
'0:0:16.64,365
'0:0:16.66,381
'0:0:16.68,400
'0:0:16.7,412
'0:0:16.72,416
'0:0:16.74,420
'0:0:16.76,420
'0:0:16.78,415
'0:0:16.8,407
'0:0:16.82,397
'0:0:16.84,385
'0:0:16.86,374
'0:0:16.88,365
'0:0:16.9,363
'0:0:16.92,361
'0:0:16.94,362
'0:0:16.96,366
'0:0:16.98,368
'0:0:17.0,370
'0:0:17.02,372
'0:0:17.04,372
'0:0:17.06,375
'0:0:17.08,375
'0:0:17.1,371
'0:0:17.12,365
'0:0:17.14,359
'0:0:17.16,356
'0:0:17.18,357
'0:0:17.2,362
'0:0:17.22,371
'0:0:17.24,375
'0:0:17.26,374
'0:0:17.28,371
'0:0:17.3,367
'0:0:17.32,365
'0:0:17.34,362
'0:0:17.36,360
'0:0:17.38,355
'0:0:17.4,352
'0:0:17.42,357
'0:0:17.44,373
'0:0:17.46,396
'0:0:17.48,412
'0:0:17.5,419
'0:0:17.52,422
'0:0:17.54,422
'0:0:17.56,419
'0:0:17.58,411
'0:0:17.6,399
'0:0:17.62,386
'0:0:17.64,376
'0:0:17.66,370
'0:0:17.68,367
'0:0:17.7,367
'0:0:17.72,367
'0:0:17.74,365
'0:0:17.76,365
'0:0:17.78,367
'0:0:17.8,371
'0:0:17.82,375
'0:0:17.84,378
'0:0:17.86,381
'0:0:17.88,380
'0:0:17.9,376
'0:0:17.92,367
'0:0:17.94,363
'0:0:17.96,363
'0:0:17.98,363
'0:0:18.0,363
'0:0:18.02,362
'0:0:18.04,362
'0:0:18.06,362
'0:0:18.08,362
'0:0:18.1,362
'0:0:18.12,362
'0:0:18.14,363
'0:0:18.16,372
'0:0:18.18,386
'0:0:18.2,398
'0:0:18.22,407
'0:0:18.24,415
'0:0:18.26,417
'0:0:18.28,411
'0:0:18.3,404
'0:0:18.32,394
'0:0:18.34,383
'0:0:18.36,373
'0:0:18.38,363
'0:0:18.4,357
'0:0:18.42,356
'0:0:18.44,358
'0:0:18.46,363
'0:0:18.48,367
'0:0:18.5,372
'0:0:18.52,375
'0:0:18.54,375
'0:0:18.56,373
'0:0:18.58,370
'0:0:18.6,367
'0:0:18.62,365
'0:0:18.64,364
'0:0:18.66,364
'0:0:18.68,364
'0:0:18.7,366
'0:0:18.72,368
'0:0:18.74,367
'0:0:18.76,365
'0:0:18.78,363
'0:0:18.8,362
'0:0:18.82,361
'0:0:18.84,359
'0:0:18.86,359
'0:0:18.88,367
'0:0:18.9,384
'0:0:18.92,397
'0:0:18.94,410
'0:0:18.96,418
'0:0:18.98,421
'0:0:19.0,418
'0:0:19.02,411
'0:0:19.04,403
'0:0:19.06,395
'0:0:19.08,386
'0:0:19.1,378
'0:0:19.12,371
'0:0:19.14,365
'0:0:19.16,365
'0:0:19.18,368
'0:0:19.2,369
'0:0:19.22,370
'0:0:19.24,370
'0:0:19.26,372
'0:0:19.28,372
'0:0:19.3,370
'0:0:19.32,367
'0:0:19.34,363
'0:0:19.36,361
'0:0:19.38,360
'0:0:19.4,358
'0:0:19.42,356
'0:0:19.44,356
'0:0:19.46,357
'0:0:19.48,358
'0:0:19.5,359
'0:0:19.52,363
'0:0:19.54,364
'0:0:19.56,363
'0:0:19.58,361
'0:0:19.6,360
'0:0:19.62,360
'0:0:19.64,366
'0:0:19.66,382
'0:0:19.68,401
'0:0:19.7,414
'0:0:19.72,422
'0:0:19.74,425
'0:0:19.76,423
'0:0:19.78,417
'0:0:19.8,408
'0:0:19.82,398
'0:0:19.84,388
'0:0:19.86,379
'0:0:19.88,372
'0:0:19.9,367
'0:0:19.92,361
'0:0:19.94,362
'0:0:19.96,366
'0:0:19.98,371
'0:0:20.0,375
'0:0:20.02,374
'0:0:20.04,369
'0:0:20.06,366
'0:0:20.08,366
'0:0:20.1,365
'0:0:20.12,364
'0:0:20.14,362
'0:0:20.16,360
'0:0:20.18,355
'0:0:20.2,351
'0:0:20.22,350
'0:0:20.24,352
'0:0:20.26,359
'0:0:20.28,363
'0:0:20.3,363
'0:0:20.32,364
'0:0:20.34,364
'0:0:20.36,367
'0:0:20.38,369
'0:0:20.4,368
'0:0:20.42,369
'0:0:20.44,379
'0:0:20.46,398
'0:0:20.48,415
'0:0:20.5,425
'0:0:20.52,429
'0:0:20.54,426
'0:0:20.56,422
'0:0:20.58,416
'0:0:20.6,408
'0:0:20.62,398
'0:0:20.64,389
'0:0:20.66,384
'0:0:20.68,379
'0:0:20.7,377
'0:0:20.72,375
'0:0:20.74,373
'0:0:20.76,374
'0:0:20.78,377
'0:0:20.8,382
'0:0:20.82,381
'0:0:20.84,376
'0:0:20.86,372
'0:0:20.88,368
'0:0:20.9,364
'0:0:20.92,356
'0:0:20.94,353
'0:0:20.96,349
'0:0:20.98,350
'0:0:21.0,355
'0:0:21.02,359
'0:0:21.04,361
'0:0:21.06,359
'0:0:21.08,355
'0:0:21.1,353
'0:0:21.12,353
'0:0:21.14,360
'0:0:21.16,370
'0:0:21.18,383
'0:0:21.2,401
'0:0:21.22,421
'0:0:21.24,432
'0:0:21.26,435
'0:0:21.28,432
'0:0:21.3,423
'0:0:21.32,409
'0:0:21.34,394
'0:0:21.36,388
'0:0:21.38,386
'0:0:21.4,383
'0:0:21.42,377
'0:0:21.44,373
'0:0:21.46,374
'0:0:21.48,374
'0:0:21.5,374
'0:0:21.52,372
'0:0:21.54,370
'0:0:21.56,371
'0:0:21.58,371
'0:0:21.6,370
'0:0:21.62,367
'0:0:21.64,364
'0:0:21.66,361
'0:0:21.68,361
'0:0:21.7,359
'0:0:21.72,357
'0:0:21.74,360
'0:0:21.76,367
'0:0:21.78,370
'0:0:21.8,368
'0:0:21.82,366
'0:0:21.84,367
'0:0:21.86,366
'0:0:21.88,364
'0:0:21.9,359
'0:0:21.92,352
'0:0:21.94,359
'0:0:21.96,377
'0:0:21.98,398
'0:0:22.0,411
'0:0:22.02,413
'0:0:22.04,409
'0:0:22.06,404
'0:0:22.08,402
'0:0:22.1,397
'0:0:22.12,393
'0:0:22.14,386
'0:0:22.16,377
'0:0:22.18,370
'0:0:22.2,366
'0:0:22.22,366
'0:0:22.24,365
'0:0:22.26,362
'0:0:22.28,362
'0:0:22.3,364
'0:0:22.32,366
'0:0:22.34,367
'0:0:22.36,369
'0:0:22.38,372
'0:0:22.4,374
'0:0:22.42,373
'0:0:22.44,371
'0:0:22.46,374
'0:0:22.48,378
'0:0:22.5,377
'0:0:22.52,373
'0:0:22.54,369
'0:0:22.56,371
'0:0:22.58,375
'0:0:22.6,379
'0:0:22.62,380
'0:0:22.64,378
'0:0:22.66,372
'0:0:22.68,364
'0:0:22.7,355
'0:0:22.72,351
'0:0:22.74,357
'0:0:22.76,370
'0:0:22.78,382
'0:0:22.8,388
'0:0:22.82,388
'0:0:22.84,390
'0:0:22.86,389
'0:0:22.88,386
'0:0:22.9,381
'0:0:22.92,373
'0:0:22.94,370
'0:0:22.96,369
'0:0:22.98,372
'0:0:23.0,373
'0:0:23.02,375
'0:0:23.04,376
'0:0:23.06,377
'0:0:23.08,377
'0:0:23.1,367
'0:0:23.12,355
'0:0:23.14,345
'0:0:23.16,340
'0:0:23.18,343
'0:0:23.2,348
'0:0:23.22,353
'0:0:23.24,357
'0:0:23.26,361
'0:0:23.28,364
'0:0:23.3,365
'0:0:23.32,363
'0:0:23.34,359
'0:0:23.36,359
'0:0:23.38,357
'0:0:23.4,352
'0:0:23.42,348
'0:0:23.44,348
'0:0:23.46,348
'0:0:23.48,349
'0:0:23.5,352
'0:0:23.52,364
'0:0:23.54,384
'0:0:23.56,401
'0:0:23.58,410
'0:0:23.6,412
'0:0:23.62,410
'0:0:23.64,405
'0:0:23.66,398
'0:0:23.68,390
'0:0:23.7,380
'0:0:23.72,369
'0:0:23.74,364
'0:0:23.76,360
'0:0:23.78,355
'0:0:23.8,352
'0:0:23.82,351
'0:0:23.84,354
'0:0:23.86,360
'0:0:23.88,369
'0:0:23.9,373
'0:0:23.92,370
'0:0:23.94,373
'0:0:23.96,372
'0:0:23.98,371
'0:0:24.0,372
'0:0:24.02,375
'0:0:24.04,383
'0:0:24.06,389
'0:0:24.08,387
'0:0:24.1,376
'0:0:24.12,362
'0:0:24.14,348
'0:0:24.16,344
'0:0:24.18,347
'0:0:24.2,353
'0:0:24.22,360
'0:0:24.24,369
'0:0:24.26,383
'0:0:24.28,396
'0:0:24.3,401
'0:0:24.32,399
'0:0:24.34,395
'0:0:24.36,392
'0:0:24.38,392
'0:0:24.4,394
'0:0:24.42,394
'0:0:24.44,393
'0:0:24.46,389
'0:0:24.48,382
'0:0:24.5,373
'0:0:24.52,368
'0:0:24.54,369
'0:0:24.56,372
'0:0:24.58,375
'0:0:24.6,378
'0:0:24.62,380
'0:0:24.64,382
'0:0:24.66,382
'0:0:24.68,381
'0:0:24.7,377
'0:0:24.72,370
'0:0:24.74,364
'0:0:24.76,362
'0:0:24.78,359
'0:0:24.8,358
'0:0:24.82,357
'0:0:24.84,357
'0:0:24.86,359
'0:0:24.88,365
'0:0:24.9,371
'0:0:24.92,371
'0:0:24.94,375
'0:0:24.96,381
'0:0:24.98,397
'0:0:25.0,416
