Experiment name:,NeuLog experiment
Duration:, 2 0
Rate:, 50 per second
Sensors:, Pulse (ID 1  Exp 1)
Range:, Wave
Units:, Arb
Time
'0:0:6.24,400
'0:0:6.26,388
'0:0:6.28,380
'0:0:6.3,369
'0:0:6.32,361
'0:0:6.34,359
'0:0:6.36,359
'0:0:6.38,357
'0:0:6.4,353
'0:0:6.42,355
'0:0:6.44,363
'0:0:6.46,370
'0:0:6.48,371
'0:0:6.5,365
'0:0:6.52,360
'0:0:6.54,361
'0:0:6.56,363
'0:0:6.58,360
'0:0:6.6,356
'0:0:6.62,354
'0:0:6.64,359
'0:0:6.66,363
'0:0:6.68,363
'0:0:6.7,358
'0:0:6.72,356
'0:0:6.74,358
'0:0:6.76,363
'0:0:6.78,366
'0:0:6.8,373
'0:0:6.82,397
'0:0:6.84,431
'0:0:6.86,454
'0:0:6.88,457
'0:0:6.9,441
'0:0:6.92,419
'0:0:6.94,403
'0:0:6.96,390
'0:0:6.98,379
'0:0:7.0,369
'0:0:7.02,362
'0:0:7.04,360
'0:0:7.06,360
'0:0:7.08,360
'0:0:7.1,357
'0:0:7.12,357
'0:0:7.14,362
'0:0:7.16,368
'0:0:7.18,369
'0:0:7.2,363
'0:0:7.22,360
'0:0:7.24,362
'0:0:7.26,363
'0:0:7.28,362
'0:0:7.3,356
'0:0:7.32,353
'0:0:7.34,355
'0:0:7.36,359
'0:0:7.38,361
'0:0:7.4,359
'0:0:7.42,358
'0:0:7.44,364
'0:0:7.46,369
'0:0:7.48,369
'0:0:7.5,366
'0:0:7.52,377
'0:0:7.54,406
'0:0:7.56,436
'0:0:7.58,451
'0:0:7.6,446
'0:0:7.62,430
'0:0:7.64,414
'0:0:7.66,398
'0:0:7.68,385
'0:0:7.7,372
'0:0:7.72,363
'0:0:7.74,359
'0:0:7.76,360
'0:0:7.78,360
'0:0:7.8,357
'0:0:7.82,356
'0:0:7.84,362
'0:0:7.86,368
'0:0:7.88,371
'0:0:7.9,366
'0:0:7.92,364
'0:0:7.94,365
'0:0:7.96,366
'0:0:7.98,363
'0:0:8.0,358
'0:0:8.02,356
'0:0:8.04,358
'0:0:8.06,360
'0:0:8.08,361
'0:0:8.1,359
'0:0:8.12,359
'0:0:8.14,362
'0:0:8.16,365
'0:0:8.18,367
'0:0:8.2,363
'0:0:8.22,363
'0:0:8.24,381
'0:0:8.26,410
'0:0:8.28,435
'0:0:8.3,442
'0:0:8.32,435
'0:0:8.34,423
'0:0:8.36,408
'0:0:8.38,392
'0:0:8.4,374
'0:0:8.42,360
'0:0:8.44,356
'0:0:8.46,355
'0:0:8.48,354
'0:0:8.5,349
'0:0:8.52,348
'0:0:8.54,354
'0:0:8.56,364
'0:0:8.58,370
'0:0:8.6,368
'0:0:8.62,362
'0:0:8.64,364
'0:0:8.66,365
'0:0:8.68,364
'0:0:8.7,356
'0:0:8.72,352
'0:0:8.74,351
'0:0:8.76,358
'0:0:8.78,361
'0:0:8.8,359
'0:0:8.82,358
'0:0:8.84,362
'0:0:8.86,365
'0:0:8.88,368
'0:0:8.9,376
'0:0:8.92,397
'0:0:8.94,421
'0:0:8.96,437
'0:0:8.98,436
'0:0:9.0,421
'0:0:9.02,401
'0:0:9.04,387
'0:0:9.06,379
'0:0:9.08,371
'0:0:9.1,360
'0:0:9.12,352
'0:0:9.14,353
'0:0:9.16,357
'0:0:9.18,361
'0:0:9.2,361
'0:0:9.22,363
'0:0:9.24,368
'0:0:9.26,372
'0:0:9.28,373
'0:0:9.3,366
'0:0:9.32,359
'0:0:9.34,358
'0:0:9.36,361
'0:0:9.38,362
'0:0:9.4,360
'0:0:9.42,356
'0:0:9.44,358
'0:0:9.46,363
'0:0:9.48,365
'0:0:9.5,363
'0:0:9.52,367
'0:0:9.54,392
'0:0:9.56,422
'0:0:9.58,441
'0:0:9.6,442
'0:0:9.62,429
'0:0:9.64,413
'0:0:9.66,399
'0:0:9.68,386
'0:0:9.7,372
'0:0:9.72,363
'0:0:9.74,356
'0:0:9.76,358
'0:0:9.78,357
'0:0:9.8,354
'0:0:9.82,351
'0:0:9.84,357
'0:0:9.86,366
'0:0:9.88,372
'0:0:9.9,369
'0:0:9.92,365
'0:0:9.94,366
'0:0:9.96,370
'0:0:9.98,370
'0:0:10.0,364
'0:0:10.02,359
'0:0:10.04,361
'0:0:10.06,366
'0:0:10.08,366
'0:0:10.1,363
'0:0:10.12,360
'0:0:10.14,367
'0:0:10.16,391
'0:0:10.18,423
'0:0:10.2,447
'0:0:10.22,453
'0:0:10.24,448
'0:0:10.26,434
'0:0:10.28,417
'0:0:10.3,395
'0:0:10.32,377
'0:0:10.34,368
'0:0:10.36,366
'0:0:10.38,363
'0:0:10.4,358
'0:0:10.42,355
'0:0:10.44,359
'0:0:10.46,368
'0:0:10.48,375
'0:0:10.5,375
'0:0:10.52,373
'0:0:10.54,375
'0:0:10.56,377
'0:0:10.58,375
'0:0:10.6,368
'0:0:10.62,363
'0:0:10.64,364
'0:0:10.66,368
'0:0:10.68,369
'0:0:10.7,364
'0:0:10.72,359
'0:0:10.74,358
'0:0:10.76,369
'0:0:10.78,387
'0:0:10.8,414
'0:0:10.82,440
'0:0:10.84,454
'0:0:10.86,453
'0:0:10.88,437
'0:0:10.9,413
'0:0:10.92,389
'0:0:10.94,376
'0:0:10.96,369
'0:0:10.98,366
'0:0:11.0,362
'0:0:11.02,358
'0:0:11.04,358
'0:0:11.06,361
'0:0:11.08,363
'0:0:11.1,362
'0:0:11.12,360
'0:0:11.14,362
'0:0:11.16,367
'0:0:11.18,369
'0:0:11.2,364
'0:0:11.22,358
'0:0:11.24,357
'0:0:11.26,359
'0:0:11.28,361
'0:0:11.3,357
'0:0:11.32,353
'0:0:11.34,354
'0:0:11.36,359
'0:0:11.38,363
'0:0:11.4,373
'0:0:11.42,395
'0:0:11.44,425
'0:0:11.46,447
'0:0:11.48,451
'0:0:11.5,435
'0:0:11.52,412
'0:0:11.54,394
'0:0:11.56,384
'0:0:11.58,378
'0:0:11.6,369
'0:0:11.62,362
'0:0:11.64,359
'0:0:11.66,358
'0:0:11.68,358
'0:0:11.7,356
'0:0:11.72,354
'0:0:11.74,354
'0:0:11.76,362
'0:0:11.78,368
'0:0:11.8,369
'0:0:11.82,364
'0:0:11.84,363
'0:0:11.86,365
'0:0:11.88,365
'0:0:11.9,364
'0:0:11.92,362
'0:0:11.94,364
'0:0:11.96,368
'0:0:11.98,368
'0:0:12.0,371
'0:0:12.02,386
'0:0:12.04,415
'0:0:12.06,443
'0:0:12.08,456
'0:0:12.1,451
'0:0:12.12,433
'0:0:12.14,413
'0:0:12.16,397
'0:0:12.18,385
'0:0:12.2,374
'0:0:12.22,363
'0:0:12.24,357
'0:0:12.26,351
'0:0:12.28,351
'0:0:12.3,351
'0:0:12.32,347
'0:0:12.34,350
'0:0:12.36,360
'0:0:12.38,368
'0:0:12.4,368
'0:0:12.42,362
'0:0:12.44,359
'0:0:12.46,360
'0:0:12.48,362
'0:0:12.5,360
'0:0:12.52,354
'0:0:12.54,351
'0:0:12.56,355
'0:0:12.58,359
'0:0:12.6,358
'0:0:12.62,365
'0:0:12.64,393
'0:0:12.66,429
'0:0:12.68,450
'0:0:12.7,450
'0:0:12.72,435
'0:0:12.74,413
'0:0:12.76,402
'0:0:12.78,390
'0:0:12.8,380
'0:0:12.82,370
'0:0:12.84,364
'0:0:12.86,362
'0:0:12.88,359
'0:0:12.9,355
'0:0:12.92,352
'0:0:12.94,355
'0:0:12.96,364
'0:0:12.98,369
'0:0:13.0,367
'0:0:13.02,363
'0:0:13.04,361
'0:0:13.06,364
'0:0:13.08,366
'0:0:13.1,360
'0:0:13.12,354
'0:0:13.14,353
'0:0:13.16,356
'0:0:13.18,358
'0:0:13.2,355
'0:0:13.22,352
'0:0:13.24,362
'0:0:13.26,394
'0:0:13.28,432
'0:0:13.3,454
'0:0:13.32,455
'0:0:13.34,443
'0:0:13.36,426
'0:0:13.38,407
'0:0:13.4,388
'0:0:13.42,372
'0:0:13.44,364
'0:0:13.46,364
'0:0:13.48,361
'0:0:13.5,354
'0:0:13.52,347
'0:0:13.54,345
'0:0:13.56,352
'0:0:13.58,358
'0:0:13.6,359
'0:0:13.62,356
'0:0:13.64,356
'0:0:13.66,358
'0:0:13.68,359
'0:0:13.7,356
'0:0:13.72,352
'0:0:13.74,347
'0:0:13.76,353
'0:0:13.78,358
'0:0:13.8,357
'0:0:13.82,354
'0:0:13.84,353
'0:0:13.86,357
'0:0:13.88,361
'0:0:13.9,367
'0:0:13.92,388
'0:0:13.94,422
'0:0:13.96,449
'0:0:13.98,458
'0:0:14.0,447
'0:0:14.02,426
'0:0:14.04,406
'0:0:14.06,394
'0:0:14.08,386
'0:0:14.1,378
'0:0:14.12,367
'0:0:14.14,360
'0:0:14.16,358
'0:0:14.18,356
'0:0:14.2,353
'0:0:14.22,349
'0:0:14.24,350
'0:0:14.26,357
'0:0:14.28,363
'0:0:14.3,362
'0:0:14.32,358
'0:0:14.34,357
'0:0:14.36,358
'0:0:14.38,359
'0:0:14.4,355
'0:0:14.42,349
'0:0:14.44,350
'0:0:14.46,357
'0:0:14.48,365
'0:0:14.5,367
'0:0:14.52,367
'0:0:14.54,367
'0:0:14.56,370
'0:0:14.58,374
'0:0:14.6,384
'0:0:14.62,405
'0:0:14.64,431
'0:0:14.66,451
'0:0:14.68,452
'0:0:14.7,436
'0:0:14.72,409
'0:0:14.74,388
'0:0:14.76,382
'0:0:14.78,380
'0:0:14.8,377
'0:0:14.82,370
'0:0:14.84,371
'0:0:14.86,375
'0:0:14.88,376
'0:0:14.9,374
'0:0:14.92,369
'0:0:14.94,369
'0:0:14.96,373
'0:0:14.98,375
'0:0:15.0,370
'0:0:15.02,363
'0:0:15.04,359
'0:0:15.06,358
'0:0:15.08,357
'0:0:15.1,353
'0:0:15.12,347
'0:0:15.14,345
'0:0:15.16,348
'0:0:15.18,352
'0:0:15.2,354
'0:0:15.22,352
'0:0:15.24,359
'0:0:15.26,386
'0:0:15.28,420
'0:0:15.3,443
'0:0:15.32,445
'0:0:15.34,434
'0:0:15.36,420
'0:0:15.38,402
'0:0:15.4,385
'0:0:15.42,370
'0:0:15.44,361
'0:0:15.46,360
'0:0:15.48,356
'0:0:15.5,349
'0:0:15.52,344
'0:0:15.54,345
'0:0:15.56,353
'0:0:15.58,361
'0:0:15.6,365
'0:0:15.62,363
'0:0:15.64,363
'0:0:15.66,364
'0:0:15.68,363
'0:0:15.7,359
'0:0:15.72,350
'0:0:15.74,340
'0:0:15.76,346
'0:0:15.78,349
'0:0:15.8,349
'0:0:15.82,346
'0:0:15.84,345
'0:0:15.86,351
'0:0:15.88,355
'0:0:15.9,365
'0:0:15.92,386
'0:0:15.94,418
'0:0:15.96,446
'0:0:15.98,456
'0:0:16.0,445
'0:0:16.02,422
'0:0:16.04,397
'0:0:16.06,382
'0:0:16.08,374
'0:0:16.1,367
'0:0:16.12,359
'0:0:16.14,352
'0:0:16.16,351
'0:0:16.18,352
'0:0:16.2,354
'0:0:16.22,355
'0:0:16.24,358
'0:0:16.26,366
'0:0:16.28,371
'0:0:16.3,370
'0:0:16.32,364
'0:0:16.34,359
'0:0:16.36,359
'0:0:16.38,360
'0:0:16.4,359
'0:0:16.42,355
'0:0:16.44,353
'0:0:16.46,356
'0:0:16.48,361
'0:0:16.5,369
'0:0:16.52,385
'0:0:16.54,410
'0:0:16.56,436
'0:0:16.58,447
'0:0:16.6,442
'0:0:16.62,423
'0:0:16.64,403
'0:0:16.66,390
'0:0:16.68,382
'0:0:16.7,375
'0:0:16.72,364
'0:0:16.74,351
'0:0:16.76,349
'0:0:16.78,350
'0:0:16.8,350
'0:0:16.82,346
'0:0:16.84,346
'0:0:16.86,353
'0:0:16.88,360
'0:0:16.9,361
'0:0:16.92,355
'0:0:16.94,351
'0:0:16.96,354
'0:0:16.98,358
'0:0:17.0,359
'0:0:17.02,355
'0:0:17.04,354
'0:0:17.06,359
'0:0:17.08,364
'0:0:17.1,369
'0:0:17.12,382
'0:0:17.14,409
'0:0:17.16,440
'0:0:17.18,455
'0:0:17.2,449
'0:0:17.22,429
'0:0:17.24,407
'0:0:17.26,391
'0:0:17.28,379
'0:0:17.3,369
'0:0:17.32,359
'0:0:17.34,352
'0:0:17.36,352
'0:0:17.38,353
'0:0:17.4,355
'0:0:17.42,353
'0:0:17.44,354
'0:0:17.46,361
'0:0:17.48,365
'0:0:17.5,365
'0:0:17.52,360
'0:0:17.54,357
'0:0:17.56,357
'0:0:17.58,359
'0:0:17.6,358
'0:0:17.62,352
'0:0:17.64,352
'0:0:17.66,355
'0:0:17.68,357
'0:0:17.7,360
'0:0:17.72,372
'0:0:17.74,397
'0:0:17.76,431
'0:0:17.78,448
'0:0:17.8,447
'0:0:17.82,427
'0:0:17.84,406
'0:0:17.86,392
'0:0:17.88,383
'0:0:17.9,376
'0:0:17.92,365
'0:0:17.94,356
'0:0:17.96,354
'0:0:17.98,355
'0:0:18.0,356
'0:0:18.02,354
'0:0:18.04,353
'0:0:18.06,359
'0:0:18.08,365
'0:0:18.1,367
'0:0:18.12,363
'0:0:18.14,358
'0:0:18.16,359
'0:0:18.18,360
'0:0:18.2,358
'0:0:18.22,353
'0:0:18.24,350
'0:0:18.26,354
'0:0:18.28,357
'0:0:18.3,360
'0:0:18.32,368
'0:0:18.34,393
'0:0:18.36,428
'0:0:18.38,452
'0:0:18.4,458
'0:0:18.42,447
'0:0:18.44,428
'0:0:18.46,416
'0:0:18.48,409
'0:0:18.5,402
'0:0:18.52,393
'0:0:18.54,385
'0:0:18.56,380
'0:0:18.58,376
'0:0:18.6,371
'0:0:18.62,363
'0:0:18.64,359
'0:0:18.66,360
'0:0:18.68,365
'0:0:18.7,365
'0:0:18.72,357
'0:0:18.74,348
'0:0:18.76,351
'0:0:18.78,353
'0:0:18.8,349
'0:0:18.82,341
'0:0:18.84,336
'0:0:18.86,337
'0:0:18.88,341
'0:0:18.9,345
'0:0:18.92,348
'0:0:18.94,357
'0:0:18.96,384
'0:0:18.98,422
'0:0:19.0,450
'0:0:19.02,455
'0:0:19.04,444
'0:0:19.06,428
'0:0:19.08,414
'0:0:19.1,402
'0:0:19.12,389
'0:0:19.14,378
'0:0:19.16,373
'0:0:19.18,370
'0:0:19.2,367
'0:0:19.22,362
'0:0:19.24,359
'0:0:19.26,361
'0:0:19.28,369
'0:0:19.3,373
'0:0:19.32,372
'0:0:19.34,369
'0:0:19.36,369
'0:0:19.38,370
'0:0:19.4,368
'0:0:19.42,360
'0:0:19.44,350
'0:0:19.46,344
'0:0:19.48,341
'0:0:19.5,339
'0:0:19.52,333
'0:0:19.54,333
'0:0:19.56,348
'0:0:19.58,380
'0:0:19.6,410
'0:0:19.62,423
'0:0:19.64,421
'0:0:19.66,413
'0:0:19.68,397
'0:0:19.7,381
'0:0:19.72,366
'0:0:19.74,355
'0:0:19.76,354
'0:0:19.78,352
'0:0:19.8,349
'0:0:19.82,345
'0:0:19.84,345
'0:0:19.86,353
'0:0:19.88,362
'0:0:19.9,369
'0:0:19.92,370
'0:0:19.94,369
'0:0:19.96,373
'0:0:19.98,375
'0:0:20.0,373
'0:0:20.02,367
'0:0:20.04,363
'0:0:20.06,363
'0:0:20.08,366
'0:0:20.1,366
'0:0:20.12,366
'0:0:20.14,380
'0:0:20.16,408
'0:0:20.18,432
'0:0:20.2,443
'0:0:20.22,437
'0:0:20.24,424
'0:0:20.26,409
'0:0:20.28,395
'0:0:20.3,383
'0:0:20.32,364
'0:0:20.34,344
'0:0:20.36,331
'0:0:20.38,326
'0:0:20.4,326
'0:0:20.42,324
'0:0:20.44,324
'0:0:20.46,331
'0:0:20.48,341
'0:0:20.5,346
'0:0:20.52,342
'0:0:20.54,339
'0:0:20.56,341
'0:0:20.58,348
'0:0:20.6,352
'0:0:20.62,349
'0:0:20.64,344
'0:0:20.66,347
'0:0:20.68,355
'0:0:20.7,360
'0:0:20.72,355
'0:0:20.74,348
'0:0:20.76,352
'0:0:20.78,354
'0:0:20.8,354
'0:0:20.82,350
'0:0:20.84,354
'0:0:20.86,385
'0:0:20.88,425
'0:0:20.9,450
'0:0:20.92,449
'0:0:20.94,436
'0:0:20.96,422
'0:0:20.98,411
'0:0:21.0,397
'0:0:21.02,380
'0:0:21.04,368
'0:0:21.06,363
'0:0:21.08,362
'0:0:21.1,357
'0:0:21.12,347
'0:0:21.14,340
'0:0:21.16,342
'0:0:21.18,350
'0:0:21.2,357
'0:0:21.22,357
'0:0:21.24,355
'0:0:21.26,357
'0:0:21.28,360
'0:0:21.3,361
'0:0:21.32,357
'0:0:21.34,352
'0:0:21.36,352
'0:0:21.38,357
'0:0:21.4,360
'0:0:21.42,359
'0:0:21.44,358
'0:0:21.46,362
'0:0:21.48,374
'0:0:21.5,399
'0:0:21.52,433
'0:0:21.54,457
'0:0:21.56,463
'0:0:21.58,456
'0:0:21.6,437
'0:0:21.62,413
'0:0:21.64,392
'0:0:21.66,378
'0:0:21.68,375
'0:0:21.7,373
'0:0:21.72,364
'0:0:21.74,350
'0:0:21.76,349
'0:0:21.78,350
'0:0:21.8,350
'0:0:21.82,348
'0:0:21.84,349
'0:0:21.86,352
'0:0:21.88,359
'0:0:21.9,360
'0:0:21.92,357
'0:0:21.94,352
'0:0:21.96,350
'0:0:21.98,353
'0:0:22.0,356
'0:0:22.02,356
'0:0:22.04,354
'0:0:22.06,354
'0:0:22.08,360
'0:0:22.1,365
'0:0:22.12,366
'0:0:22.14,370
'0:0:22.16,394
'0:0:22.18,432
'0:0:22.2,460
'0:0:22.22,467
'0:0:22.24,457
'0:0:22.26,439
'0:0:22.28,420
'0:0:22.3,400
'0:0:22.32,381
'0:0:22.34,368
'0:0:22.36,361
'0:0:22.38,359
'0:0:22.4,355
'0:0:22.42,350
'0:0:22.44,346
'0:0:22.46,347
'0:0:22.48,355
'0:0:22.5,360
'0:0:22.52,362
'0:0:22.54,359
'0:0:22.56,359
'0:0:22.58,360
'0:0:22.6,359
'0:0:22.62,356
'0:0:22.64,351
'0:0:22.66,350
'0:0:22.68,354
'0:0:22.7,355
'0:0:22.72,352
'0:0:22.74,345
'0:0:22.76,347
'0:0:22.78,352
'0:0:22.8,362
'0:0:22.82,384
'0:0:22.84,413
'0:0:22.86,439
'0:0:22.88,452
'0:0:22.9,452
'0:0:22.92,434
'0:0:22.94,408
'0:0:22.96,389
'0:0:22.98,380
'0:0:23.0,376
'0:0:23.02,367
'0:0:23.04,358
'0:0:23.06,354
'0:0:23.08,356
'0:0:23.1,358
'0:0:23.12,358
'0:0:23.14,357
'0:0:23.16,359
'0:0:23.18,363
'0:0:23.2,364
'0:0:23.22,360
'0:0:23.24,354
'0:0:23.26,352
'0:0:23.28,357
'0:0:23.3,359
'0:0:23.32,358
'0:0:23.34,353
'0:0:23.36,351
'0:0:23.38,356
'0:0:23.4,360
'0:0:23.42,359
'0:0:23.44,356
'0:0:23.46,356
'0:0:23.48,360
'0:0:23.5,365
'0:0:23.52,379
'0:0:23.54,407
'0:0:23.56,439
'0:0:23.58,461
'0:0:23.6,462
'0:0:23.62,447
'0:0:23.64,420
'0:0:23.66,397
'0:0:23.68,382
'0:0:23.7,372
'0:0:23.72,363
'0:0:23.74,351
'0:0:23.76,349
'0:0:23.78,350
'0:0:23.8,355
'0:0:23.82,358
'0:0:23.84,357
'0:0:23.86,359
'0:0:23.88,364
'0:0:23.9,367
'0:0:23.92,367
'0:0:23.94,360
'0:0:23.96,357
'0:0:23.98,357
'0:0:24.0,357
'0:0:24.02,354
'0:0:24.04,350
'0:0:24.06,348
'0:0:24.08,353
'0:0:24.1,357
'0:0:24.12,357
'0:0:24.14,352
'0:0:24.16,355
'0:0:24.18,378
'0:0:24.2,413
'0:0:24.22,442
'0:0:24.24,450
'0:0:24.26,445
'0:0:24.28,432
'0:0:24.3,413
'0:0:24.32,393
'0:0:24.34,374
'0:0:24.36,361
'0:0:24.38,358
'0:0:24.4,356
'0:0:24.42,352
'0:0:24.44,347
'0:0:24.46,347
'0:0:24.48,356
'0:0:24.5,366
'0:0:24.52,371
'0:0:24.54,369
'0:0:24.56,368
'0:0:24.58,370
'0:0:24.6,370
'0:0:24.62,367
'0:0:24.64,361
'0:0:24.66,357
'0:0:24.68,361
'0:0:24.7,363
'0:0:24.72,361
'0:0:24.74,354
'0:0:24.76,359
'0:0:24.78,384
'0:0:24.8,419
'0:0:24.82,446
'0:0:24.84,453
'0:0:24.86,446
'0:0:24.88,433
'0:0:24.9,415
'0:0:24.92,395
'0:0:24.94,377
'0:0:24.96,366
'0:0:24.98,364
'0:0:25.0,362
